freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,PCH_SM,SCA,RLPR_PER,NL	0.5 	1.1 	0.5 	0.3 	0.0 	-0.2 	-0.7 	-0.9 	-0.6 	-0.5 	0.0 	0.1 	-1.6 p	-6.8 p	-2.7 p	-2.7 p	-0.9 p	7.2 p	2.7 p	2.6 p	1.7 p	0.8 p	0.0 p	0.1 p
Q,PCH_SM,SCA,RLPR_PER,NO	1.2 	2.2 	3.0 	0.7 	0.1 	-0.7 	-0.8 	-0.3 	-1.0 	-0.6 	-0.7 	0.5 	0.1 	-3.0 	1.1 	0.6 	1.4 	5.8 	2.4 	1.4 	0.0 	-0.9 	-1.2 	-0.6 
Q,PCH_SM,SCA,RLPR_PER,PL	3.6 	2.9 	4.3 	4.7 	5.3 	5.2 	5.0 	5.5 	5.4 	4.9 	4.4 	3.3 	2.0 	-6.2 	-1.4 	-3.2 	-1.0 	8.5 	3.5 	5.7 	8.9 p	5.0 p	5.2 p	0.6 p
Q,PCH_SM,SCA,RLPR_PER,PT	0.4 	0.2 	0.3 	0.0 	-0.3 	0.8 	0.8 	0.8 	1.5 	1.6 	1.8 	2.6 	-2.1 	-14.9 	-3.7 	-6.0 	-3.5 	12.5 	1.5 	4.8 	7.2 	5.3 	3.4 	2.8 
Q,PCH_SM,SCA,RLPR_PER,RO	7.7 	2.9 	6.2 	6.7 	3.5 	8.0 	5.9 	5.0 	5.2 	3.6 	3.8 	2.3 	2.3 	-4.4 	-2.5 	-0.1 	-0.8 p	6.7 p	5.3 p	3.1 p	3.1 p	4.3 p	4.5 p	: 
Q,PCH_SM,SCA,RLPR_PER,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,SCA,RLPR_PER,SE	-0.4 	0.5 	0.8 	0.4 	0.6 	0.9 	-0.5 	0.7 	1.2 	1.1 	2.0 	1.3 	0.9 	-5.7 	0.7 	0.0 	1.4 	8.1 	2.3 	4.2 	1.7 	1.0 	-0.1 	-2.3 
Q,PCH_SM,SCA,RLPR_PER,SI	2.0 	1.9 	1.6 	3.2 	1.2 	1.4 	2.0 	0.7 	1.6 	0.2 	0.7 	1.5 	-3.5 	-10.6 	-0.3 	-3.1 	3.3 	14.0 	3.0 	7.6 	6.5 	5.4 	1.8 	-0.5 
Q,PCH_SM,SCA,RLPR_PER,SK	-0.2 	0.5 	0.9 	1.6 	1.7 	2.0 	2.3 	1.9 	1.9 	1.3 	1.1 	1.6 	-1.3 	-7.2 	1.3 	1.1 	2.9 	10.7 	0.9 	0.5 	0.9 	-0.7 	-0.3 	-0.3 
Q,PCH_SM,SCA,RLPR_PER,UK	0.7 	0.7 	1.0 	0.6 	-0.1 	0.2 	0.3 	-0.2 	0.6 	0.1 	0.4 	0.2 	-3.3 	-20.5 	-7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
