Scenario,Year,Crop demand,Energy crop demand,Livestock demand,Energy crop production,Non-energy crop production,Livestock production,Carbon price,Methane concentration,CO2 concentration,Nitrous oxide concentration,Economic consumption,Economic consumption ($),Electricity capacity,Biomass capacity,Coal capacity,Concentrated solar capacity,Gas capacity,Geothermal capacity,Hydropower capacity,Nuclear capacity,Offshore wind capacity,Oil capacity,Onshore wind capacity,Other electricity capacity,Solar capacity,Solar PV capacity,Wind capacity,Black carbon emissions,Methane emissions,Fossil methane emissions,Land methane emissions,Carbon monoxide emissions,CO2 emissions,CO2 emissions (BECCS),CO2 emissions (CCS),Fossil CO2 emissions,Land CO2 emissions,F-gas emissions,Kyoto gas emisisons,Nitrous oxide emissions,Land nitrous oxide emissions,Ammonia emissions,NOx emissions,Organic carbon emissions,Sulfur emissions,VOC emissions,Freight transport energy,Passenger transport energy,Final energy,Final energy (electricity),Final energy (gases),Final energy (heat),Final energy (hydrogen),Final energy (industry),Final energy (liquids),Final energy (residential/commercial),Final energy (solids),Final energy (traditional biomass),Final energy (transport),Radiative forcing,Radiative forcing (aerosols),Radiative forcing (methane),Radiative forcing (CO2),Radiative forcing (f-gases),Radiative forcing (Kyoto gases),Radiative forcing (nitrous oxide),GDP,Cropland,Forest,Pasture,Urban area,Population,Primary energy,Primary energy (kWh),Primary energy (biomass),"Primary energy (biomass, CCS)","Primary energy (biomass, no CCS)",Primary energy (coal),"Primary energy (coal, CCS)","Primary energy (coal, no CCS)",Primary energy (fossil),"Primary energy (fossil, CCS)","Primary energy (fossil, no CCS)",Primary energy (gas),"Primary energy (gas, CCS)",Primary energy (geothermal),Primary energy (hydro),Primary energy (no CCS),Primary energy (renewables excl. bio),Primary energy (nuclear),Primary energy (oil),"Primary energy (oil, CCS)","Primary energy (oil, no CCS)",Primary energy (other),Primary energy (solar),Primary energy (trad biomass),Primary energy (wind),Temperature,GDP per capita,Final energy (kWh),Final energy per capita,Primary energy per capita,CO2 emissions per capita,Methane emisisons per capita,Nitrous oxide emissions per capita,"Primary energy (%, fossil)","Primary energy (%, fossil CCS)","Primary energy (%, coal)","Primary energy (%, coal CCS)","Primary energy (%, gas)","Primary energy (%, gas CCS)","Primary energy (%, oil)","Primary energy (%, oil CCS)","Primary energy (%, nuclear)","Primary energy (%, solar)","Primary energy (%, wind)","Primary energy (%, geothermal)","Primary energy (%, hydro)","Primary energy (%, biomass)","Primary energy (%, biomass CCS)","Primary energy (%, trad biomass)",Electricity use,Electricity per capita,Final heat energy,Final heat per capita,Final transport energy,Final transport per capita,Final industry energy,Final industry per capita,Economic consumption per capita,Secondary electricity,"Secondary electricity, kWh",Secondary electricity (biomass),Secondary electricity (biomass CCS),Secondary electricity (coal),Secondary electricity (coal CCS),Secondary electricity (gas),Secondary electricity (gas CCS),Secondary electricity (geothermal),Secondary electricity (hydro),Secondary electricity (renewables excl. bio),Secondary electricity (nuclear),Secondary electricity (oil),Secondary electricity (solar),Secondary electricity (wind),Secondary electricity (gas),Secondary electricity (heat),"Secondary electricity (heat, kWh)","Secondary electricity (heat, hydro)",Secondary electricity (hydrogen),Secondary electricity (biofuels),Secondary electricity (oil),Secondary electricity per capita,Secondary heat per capita,"Secondary electricity (%, biomass)","Secondary electricity (%, biomass CCS)","Secondary electricity (%, coal)","Secondary electricity (%, coal CCS)","Secondary electricity (%, gas)","Secondary electricity (%, gas CCS)","Secondary electricity (%, geothermal)","Secondary electricity (%, hydro)","Secondary electricity (%, renewables excl. bio)","Secondary electricity (%, nuclear)","Secondary electricity (%, oil)","Secondary electricity (%, solar)","Secondary electricity (%, wind)",final_energy_biomass,final_energy_coal,final_energy_solar,annotation
SSP1 - 4.5,2020,4339871875,,289206884.8,121538069.8,4365692000,289206812.5,0.555830696,1877.9869,415.24663,330.92228,60738.12103,60738121030000,6068.441,91.82622852,1425.103406,5.72421582,1689.812188,,1345.791,447.8121875,17.7275293,333.5297789,444.3716875,18.4689707,253.9978096,248.2735938,462.0992168,7894476.891,357823700,,161546598.10000002,NaN,39860114910,3.69938e-13,0.00000253074,36878281680,2981847515,1733358032,53540710940,10072583.979999999,7630968.479,65725726.480000004,126648678.39999999,30750539.78,95745658.87,132045251.4,32489.08907,69774.67346,109744.25446200001,23408.553882383683,18852.50206254514,3840.7919170755204,4.395864627800001,38428.3901315764,43405.539918848604,34080.2735697526,20232.4837693074,6525.57488156684,29101.828837,2.5714331,-1.00275113,0.61610839,2.1666627,0.065142779,2.9482657,0.190418,101815296900000,1541510000,3704375200,3130412200,77418556.25,7576104980,155802.79825325002,155802798253250.03,11396.359486524741,1.07790641788e-18,11396.35894485764,44106.9537022014,7.2760891542e-12,44106.9537022014,135219.24881420142,7.680200588600001e-12,135219.24881420142,42507.672895,4.0409476772000007e-13,,4598.91198190442,42507.672895,6360.01460467428,2935.63569850668,48604.622217,5.0069762278e-18,48604.622217,108.466477884224,441.05247061947205,6525.57488156684,1211.583675932832,1.2215506,13439.002913605349,109744254462000.02,14485.577318650094,20565.026311614023,5.261293899071604,0.04723056253109101,0.0013295201170773637,86.78871646092581,4.929436874500932e-15,28.309474667141505,4.670063205394465e-15,27.28299707807931,2.593629718146418e-16,31.196244715704978,3.2136625811183432e-21,1.8841995980938318,0.28308379282287494,0.7776392269691206,,2.951751851355781,7.3146051382212685,6.9184021722633925e-22,4.188355379188908,23408553882383.684,3089.787422980467,3840791917075.5205,506.96128514780963,29101828837000,3841.265256200291,38428390131576.4,5072.314894397939,8017.064334554667,27538.54960304428,27538549603044.28,290.47817904902405,0,10285.92751762432,0,6699.8053237288605,0,,4598.91198190442,6360.01460467428,2935.63569850668,966.6881872388201,441.05247061947205,1211.583675932832,18852.50206254514,,,,3.6383031884180004,731.953255839914,42673.5866666198,3634.921859681554,,1.0548056569286888,0,37.35101399997933,0,24.328824212979693,0,,16.699906306598034,23.0949512459843,10.660095541786111,3.5103090074575185,1.6015820621530312,4.3995914577828605,30.65652393,42.18035938,1.587787966,Sustainability - Taking the Green Road
SSP1 - 4.5,2030,4789960750,,310242688.5,302516750,4833716000,310242687.5,0.816229626,1840.1796,441.26874,337.48254,94211.73096,94211730960000,8032.07,77.22823403,1736.051906,25.6277793,2611.210906,,1577.071,441.2135,117.1068984,257.7093896,624.5008125,46.37866016,543.598373,517.9705938,741.6077109,5238015.175,331325988.8,,144379018.5,NaN,40958095380,5632.408,465017.708,39609203090,1348884106,2344570068,54563449220,9992092.003,7434232.902,65550721.33,101261476.8,23389009.479999997,63506740.57,104177747.2,40499.53586,88084.35059,121362.82278462501,31120.4133407552,25716.461545375,3423.79451403342,254.422675204644,43188.424300711806,41593.97424737501,38478.531227244806,19253.753739101783,4279.28944842882,31705.580920000004,3.0217489,-0.84861285,0.600011586,2.4919891,0.10742206,3.3224376,0.21071338,155854796900000,1512035600,3741612400,3059376400,91698693.75,8061937988,172942.030714625,172942030714625,12977.307473504341,0.0164114297958,12977.29119849132,46954.20423,1.325355504728,46952.8717567118,148165.14892091323,1.386773609418,148163.76003091322,56838.908332201405,0.04500670267200001,,5386.78190942208,56838.851887711804,9094.409525521802,2991.79958510442,44372.036358711804,0.0164112909068,44372.036358711804,286.62106485222404,1190.635023618368,4279.28944842882,2230.3715265180163,1.4947785,19332.175108762447,121362822784625.02,15053.802567728831,21451.669681910855,5.080427986541839,0.04109756106945635,0.001239415636522259,85.6733023826946,0.0008018719357507384,27.150256092158447,0.0007663582411120144,32.86587308899615,0.000026024155311479162,25.65717320153998,0.000009489475079589294,1.7299435959794223,0.6884590279751358,1.2896642402669574,,3.114790480465049,7.503848208489264,0.00000948955538915859,2.474406846471092,31120413340755.2,3860.165308524722,3423794514033.42,424.6862874819498,31705580920000.004,3932.749292687812,43188424300711.805,5357.077214560163,11685.990527368467,36398.7781189992,36398778118999.2,204.93649533795403,0,12344.124719736321,0,11063.566895290882,0,,5386.78190942208,9094.409525521802,2991.79958510442,699.94012661832,1190.635023618368,2230.3715265180163,25716.461545375,,,,248.91198107387,1743.3065035329762,39850.6677416198,4514.891850219873,,0.5630312497522618,0,33.91356896481372,0,30.395434866303912,0,,14.799348186389594,24.985480270214786,8.2195055430797,1.922976986562551,3.2710851439183006,6.127599995874095,30.48989941,38.82355859,4.286286168,Sustainability - Taking the Green Road
SSP1 - 4.5,2040,5153440375,,325304516.6,571864125.5,5291867000,325304500,3.516332717,1744.6743,467.45899,343.16175,136888.1989,136888198899999.98,10718.09,42.19051666,2111.586623,124.8312031,3484.247797,,1762.228,311.5723125,457.749,138.3480601,857.6036875,91.4033125,1461.163203,1336.332,1315.352688,4443136.215,311904907.20000005,,136060401.7,NaN,41498599290,5609.29,3245045.894,40999569500,499018915,3123976074,55355109380,9848718.329,7330992.495,65022605.260000005,97138591.23,21508750.92,58428501.13,114802135.5,48581.51978,106896.698,137205.526431,39774.4502362014,34343.499697,3095.419143,840.076220115994,48082.898716288204,39503.183991410806,45199.0834647934,19648.91057467144,4186.183904500001,35929.75096600001,3.3203214,-0.83175085,0.55857682,2.8005954,0.15095403,3.6566409,0.22812203,223195500000000,1542918800,3801051200,2979922400,104735406.3,8388762694.999999,190374.180077,190374180077000,18475.18188013368,0.016344096408600003,18475.166691232644,48287.178379711804,9.15922677182,48278.011705711804,156157.0737033368,9.929559610308,156147.156167625,68494.1954342014,0.753972269844,,6051.11324922006,68493.4445447118,14175.72174056832,2134.4989875978245,39375.6999172014,0.0163605964218,39375.6999172014,568.5976815444479,3408.094532029,4186.183904500001,4147.916279441481,1.7255892,26606.486333560544,137205526431000,16355.871708324683,22693.95225477886,4.946927312025961,0.03718127673177672,0.0011740370644731893,82.02639330615973,0.005215812147577905,25.36435264497594,0.004811170699784708,35.97872117242884,0.00039604754675189854,20.683319503346116,0.00000859391563245745,1.1212124389633567,1.790208383642435,2.1788229253377676,,3.178536735797148,9.70466786654634,0.000008585248483796154,2.198924193820207,39774450236201.41,4741.396518453001,3095419143000,368.995912215395,35929750966000.01,4283.081101747629,48082898716288.2,5731.822494507721,16318.0440163828,46033.2604932456,46033260493245.6,106.95874667804,0,15204.427132976421,0,14148.499957679802,0,,6051.11324922006,14175.72174056832,2134.4989875978245,263.14854162977605,3408.3643989115603,4149.5565279759,34343.499697,,,,927.54065453193,2966.11156455402,36537.072424079,5487.491083838033,,0.23235101214204434,0,33.02922054632074,0,30.73538525422459,0,,13.145089407924804,30.79452028528004,4.636862487529026,0.5716487140170909,7.404134233358651,9.014257264233454,43.0857207,27.65030078,12.27024315,Sustainability - Taking the Green Road
SSP1 - 4.5,2050,5517297625,,340366303.7,906001980.5,5544530000,340366281.3,3.035026467,1653.4966,492.67367,348.03006,181033.2031,181033203100000,14647.24,19.05672046,2393.072688,392.068,4286.644703,,1820.837,128.0851016,834.101375,38.99168164,1360.553,136.447,3629.455,3237.387,2194.654375,3655777.931,298012512.2,,125130721.30000001,NaN,40020968430,3645.9219999999996,8648049.931,41131823270,-1110854102,3590343994,53973550780,9771553.36,7261804.703,64397584.42999999,84188544.69,18172899.25,53150920.87,126429074,55153.21302,122268.5013,150270.17229937503,47613.119701576405,38281.280625,2694.687756859592,948.1271148899741,51315.6226635764,40261.7093204528,51020.3316217882,20471.266104777562,3688.7613593400606,38640.3347455764,3.5979438,-0.77367524,0.517918471,3.0817857,0.19311786,3.9601166,0.24292901,291301406300000,1554277200,3871362800,2856454600,115691412.5,8530500000,203849.92002425,203849920024250,22204.20369112652,0.0106233140542,22204.1931105625,46717.23356820141,25.018516959242003,46692.2031592882,158847.5142445764,26.120746729914003,158821.38139033678,73486.49976137502,1.091520039882,,6272.70475149312,73485.423371625,22722.56374192534,882.820688478208,38643.780915,0.0107094807898,38643.7548872014,811.54233812224,8718.39701915648,3688.7613593400606,6919.919633153501,1.9364664,34148.22182755993,150270172299375.03,17615.634757561107,23896.59691978782,4.691514967469668,0.03493494076548854,0.0011454842459410351,77.92375597973249,0.012813714485051884,22.91746475183504,0.012273007983650816,36.04931498262695,0.0005354527682680241,18.95697624527051,0.000005253610493703407,0.4330738458828866,4.276870463387643,3.39461483837242,,3.07711906423457,10.892426981813438,0.00000521134080059303,1.809547611743603,47613119701576.41,5581.5157026641355,2694687756859.592,315.8886063958258,38640334745576.4,4529.668219398206,51315622663576.41,6015.546880438005,21221.874813903054,54940.156174312004,54940156174312,64.024237052682,0,16041.589294372281,0,15193.944102367781,0,,6272.70475149312,22722.56374192534,882.820688478208,35.22019150946401,8744.84326253568,6938.64718702442,38281.280625,,,,1140.240386080468,3896.6433450899603,36365.06598091841,6440.437978349686,,0.11653450137554827,0,29.19829576653577,0,27.655443960080895,0,,11.417340590717153,41.35875345863974,1.6068769183640992,0.0641064641274749,15.917033862791325,12.629463893422052,51.39038965,22.30610938,31.40197101,Sustainability - Taking the Green Road
SSP1 - 4.5,2060,5527588625,,334133506.8,1308092318,5539393000,334133468.8,7.290082072,1575.0822,516.06286,351.9978,220858.7952,220858795200000,18031.06,8.565081848,2516.338297,1080.582,4807.685379,,1878.782,76.89835938,935.001875,13.57557397,1644.444,181.4907969,5968.284,4887.702,2579.445875,3274411.917,265598602.29999998,,118528144.2,NaN,37734730150,0.00026718,26231309.78,39869303650,-2134556274,3212688965,50333941410,9216565.148,7007165.326,63110840.86000001,76333483.57,16355859.760000002,45285701.75,129633623,60158.13982,133891.6931,157331.41058725,54619.822334711804,39255.5305432882,2055.10893019694,1388.1483544066841,51391.76419671181,39980.1206785154,56265.3032622066,20032.66603723112,2989.4606693444002,39963.0050537118,3.8585253,-0.70531506,0.482020895,3.3300382,0.22721599,4.22383,0.2549194,356291406300000,1553720300,3942778400,2742074200,119347300,8492175781,210474.699629625,210474699629625,24885.73469746072,7.7849506724e-10,24885.731714125,44522.370701201406,77.219062608534,44445.1484172014,155585.79721853824,78.404127445474,155507.40304471183,74419.590785625,1.1845503920840001,,6497.58841473324,74418.4189235764,30461.7678693948,528.506805027328,36643.835731711806,0.0005143115225600001,36643.835731711806,993.8858084413441,14851.756592506881,2989.4606693444002,8118.537055935561,2.1374012,41955.25569514822,157331410587250,18526.63141279482,24784.543450046258,4.443470215775083,0.0312756835408704,0.00108530079754363,73.92137748257845,0.03725109363901825,21.153312383648952,0.03668804979620703,35.35797457679336,0.0005627994215782079,17.41009052213612,2.4435788409012605e-7,0.251102296835367,7.056314425744141,3.8572508098226788,,3.0871113849631944,11.823622858829333,3.6987584189925326e-13,1.4203420528001665,54619822334711.805,6431.7818829086955,2055108930196.94,242.00028157624166,39963005053711.8,4705.8617348834405,51391764196711.81,6051.660436856872,26007.327320536537,62495.7439409996,62495743940999.6,28.946409268220002,0,16040.135001542181,0,15427.027380500922,0,,6497.58841473324,30461.7678693948,528.506805027328,9.361045544386,15052.03721384236,8158.57292685312,39255.5305432882,,,,1565.5752424591922,5416.82478623414,34563.2958728368,7359.214593841154,,0.046317408903152606,0,25.665963776165622,0,24.6849247767418,0,,10.396849457248516,48.74214778233997,0.8456684754825478,0.014978692874227545,24.084899650210655,13.054605661715765,52.33395996,19.78358008,53.49068522,Sustainability - Taking the Green Road
SSP1 - 4.5,2070,5537941500,,327900635.7,1974305289,5552553000,327900656.29999995,15.59973805,1488.0202,536.33928,354.80745,259777.5879,259777587900000,21018.01,9.012983215,2391.468467,3044.718,4848.69307,,1938.363,39.39814844,919.918625,5.804159512,1848.747,226.5345,8790.074,5745.356,2768.665625,2991350.889,228865097,,112542810.2,NaN,32323002280,0,64835342.56999999,34822086520,-2499082109,2697673096,43280660160,8517983.815,7017335.115,62486892.21,65074061.25999999,15682000.16,34398120.88,116109215.69999999,63684.91423,141450.1038,156565.15997425,59165.463999,36450.332993576405,1481.63624919694,2210.044492756402,48793.7326182882,38178.3732093408,59033.436976711804,19079.30888287934,2290.959949155382,39437.809328,4.0798611,-0.61378754,0.441071932,3.536311,0.24169938,4.4180936,0.26336867,419291187500000,1563239600,4009065200,2656170800,121221112.5,8298950194.999999,205567.473481625,205567473481625,29157.427020367402,0,29157.440853711803,37478.4761772014,196.057912957316,37282.4169925764,137315.22271320142,197.69740454668602,137117.522888375,67887.832088,1.6383465884540003,,6706.488565186561,67886.1914755764,39963.877943299005,264.29059365452804,31948.914448000003,0.00114497869376,31948.914448000003,1143.3617680220161,23541.751527830602,2290.96022026671,8572.276085593161,2.3253983,50523.40086974097,156565159974250,18865.658462268915,24770.29848973868,3.894830252081059,0.027577596156425667,0.0010263929310157765,66.79812734356322,0.0961715397861119,18.231715135882855,0.09537399552407351,33.02459817120254,0.0007969872668598259,15.541814036477813,5.569843683769095e-7,0.12856634815728865,11.452080005222676,4.17005469805485,,3.262426906164234,14.183871858002714,0,1.1144565730489906,59165463999000,7129.270884725439,1481636249196.9402,178.53297277161698,39437809328000,4752.144355771737,48793732618288.2,5879.506620932096,31302.4637810831,67610.6098106668,67610609810666.805,31.621100296860003,0,14056.355408964222,10.865415914548,13285.9125314993,0,,6706.488565186561,39963.877943299005,264.29059365452804,8.562074071876001,24693.95611070464,8656.1207026688,36450.332993576405,,,,2383.834531232766,8032.827181812161,30145.546033084203,8146.887042580548,,0.046769435130684475,0,20.790162148110923,0.016070578190279513,19.65063259849966,0,,9.919284242468834,59.108885506596884,0.3909010647805625,0.012663802465105378,36.52378847026568,12.802902868216906,52.2751875,16.41026953,84.78627077,Sustainability - Taking the Green Road
SSP1 - 4.5,2080,5548358500,,321667820.3,2992365000,5566294000,321667843.8,29.58919043,1394.3267,551.10381,356.54991,294820.8923,294820892300000,22692.61,7.202462067,2061.76608,5314.862,4533.640124,,1997.33,16.88613086,1020.423,2.907359751,2200.557,271.5308125,10580.366,5265.504,3220.98,2611052.036,191457397.5,,102935128.7,NaN,24455647950,107766803.5,549812019.3,27142304760,-2686652624,1547176025,33166339840,7976796.245,7178367.083,62148962.699999996,50963826.46,14902050.020000001,23519899.37,88201717.14,65473.12689,144820.0073,149285.345122625,61707.271588,31419.803774711803,1039.058041523546,3266.0388544956604,44392.28379157641,34012.858543598406,59442.9359987552,17840.31714168674,1721.0510460064022,37021.6398672882,4.2091144,-0.51556098,0.395603933,3.6816621,0.22587571,4.5140405,0.26859161,475419187500000,1605350600,4064028400,2587395000,121245950,7967387207,192802.06396375,192802063963750,35171.66158175121,325.19859043644203,34846.4449882448,28094.716475755202,1052.072239157118,27042.630142420145,110902.50191637501,1695.4518305270462,109207.0470044566,59156.4101862014,643.3452413424479,,6833.00557195564,58513.076338201405,47904.962212828,95.19404948851201,23651.37525719618,0.03435030525800001,23651.340534946183,1287.573794502656,30085.7004296522,1721.0510460064022,9698.68238949526,2.4769984,59670.651764270406,149285345122625,18737.051588438633,24198.907239547447,3.06946898834209,0.02403013591855923,0.0010011809439852168,57.521428783680726,0.8793743156431247,14.571792385499293,0.5456747804084323,30.682456904260004,0.3336817190211239,12.267179495362162,0.00001781635764255015,0.04937397843749747,15.6044493565737,5.030383072724145,,3.5440520871396686,18.2423677727662,0.16866966242518275,0.8926517748948934,61707271588000,7744.982135898344,1039058041523.546,130.4139003826309,37021639867288.195,4646.64750255412,44392283791576.414,5571.7492621137035,37003.459809380896,70082.4158158878,70082415815887.8,26.921963759776002,0.243416583622,10975.933464073081,332.13679015366404,11073.583189415021,1.499664810842,,6833.00557195564,47904.962212828,95.19404948851201,5.82564216051,32457.381910329204,9828.11324859542,31419.803774711803,,,,3418.2502484869,11723.351781451702,22289.50676492448,8796.160396762778,,0.0384147199356001,0.00034732904222576337,15.661465627708598,0.473923146465462,15.8008011860011,0.002139858898103258,,9.74995723592991,68.35518104666687,0.13583157541057733,0.008312558995989002,46.3131607728783,14.023650774845823,51.4526499,12.77244043,108.3636074,Sustainability - Taking the Green Road
SSP1 - 4.5,2090,5558838000,,315435009.8,3964526844,5577937000,315435062.5,45.2092355,1305.9195,559.82809,357.64416,326094.7876,326094787600000,22780.28,8.170708935,1723.057535,6391.279,4181.8143,,2057.524,22.32141992,1144.029,1.45306362,2394.093,316.622,10931.196,4539.917,3538.122,2274801.0160000003,162153503.4,,89280899.28999999,NaN,17307671060,746724340,1754321235,19869667600,-2561994686,950948303.2,24635630860,7795870.9520000005,7277054.532,61770512.74,39635109.900000006,13914039.61,14746346.47,63454505.089999996,66243.93356,144604.0039,138859.08678162502,62168.6044292882,24951.269961,705.677783430664,4444.017499655601,39374.0332492014,29997.591775832,57958.490366755206,16591.902515178062,1168.1762545402562,34088.2781317118,4.2681445,-0.42964253,0.351238271,3.7657298,0.20608161,4.5437191,0.27186496,524875812500000,1632132200,4110377200,2521942000,119400025,7510454102,178457.81637725,178457816377250,40532.8475095854,2263.47484688954,38269.3622265764,21122.4387729375,2217.006439437066,18905.431791000003,87917.7992786276,3936.85088003374,83980.9439347014,50154.0114842882,1714.131959360026,,6969.50829504662,48439.873835201404,51298.890733524204,122.89143164640001,16641.349032513022,5.712482347760001,16635.6383085,1432.2333946746883,32544.679702389603,1168.1762545402562,10352.469365302202,2.5853348,69886.02891005325,138859086781625.03,18488.773767307557,23761.25517227081,2.3044773092203634,0.02159037272550794,0.0010380026089133539,49.26531158084676,2.206040037894139,11.83609617204204,1.242314001394277,28.104127071837176,0.9605250104240015,9.325088343193736,0.003201026698479896,0.06886301431964979,18.23662328894126,5.80107365172375,,3.905409377145724,22.712845159945914,1.2683528762364091,0.6545951745093618,62168604429288.2,8277.609261034295,705677783430.6641,93.95940296642586,34088278131711.797,4538.777238866854,39374033249201.4,5242.563593953163,43418.784426518556,70040.4727545556,70040472754555.59,26.069683633508003,5.549256106068,8594.95027039916,841.041579499392,9993.90207567082,10.60777515288,,6969.50829504662,51298.890733524204,122.89143164640001,3.7585927290940004,35465.607900241404,10557.819646248961,24951.269961,,,,4629.90064280644,14361.416078012562,15636.175703375002,9325.730748544769,,0.037220884737406874,0.007922927827049916,12.271405278086341,1.2007936931646264,14.268753026114881,0.015145207814420478,,9.950687111250698,73.24178252378745,0.17545774152189295,0.005366315476289433,50.635877379817714,15.073884043083154,49.84598193,9.884819336,117.2242163,Sustainability - Taking the Green Road
SSP1 - 4.5,2100,5569383250,,309202231.40000004,4540259125,5588570000,309202250,46.74553616,1231.0637,563.62239,358.4312,352095.3064,352095306400000,21798.34,10.44636597,1214.296337,6688.285,4036.839621,,2117.105,23.41139063,1026.929,0.728065719,2376.649,361.6658125,10630.269,3941.984,3403.578,1954180.0019999999,139514801,,77464208.00999999,NaN,11079046390,1966141097,3320564857,14046561140,-2967514255,912474914.6,17761769530,7658984.024,7236095.022000001,60931842.9,32617608.619999997,12258870.12,9688265.8,45158742.31,66217.84639,141534.3933,130142.656197375,61799.745634201405,19391.443465920143,472.2423347380101,6064.55509052908,34688.2786117118,27103.7040023903,56366.4057597552,15310.97131543392,669.9819540406901,32327.469445288203,4.2709014,-0.3702969,0.31245049,3.8018839,0.18960793,4.5326382,0.27421617,565389625000000,1620327100,4162960800,2458935000,115986912.5,6957988770,167527.30416062503,167527304160625.03,45376.43266222821,5987.743506857641,39388.699038711806,15671.50993442014,2915.9523105377602,12755.56033499566,71619.77626799741,5311.242582324,66308.5328523394,43509.036557201405,2390.416680109592,,7163.38635292672,41118.61797820141,51954.243591139406,135.81480198508802,12439.22978748698,4.87359000998,12434.35456692014,1583.127879834624,33286.201906718,669.9819540406901,9921.52743999338,2.6527425,81257.62252415938,130142656197375,18704.062409312424,24076.9724841946,1.5922771301052272,0.020051024169732888,0.0011007468216997424,42.751106529672576,3.1703742914836055,9.354600441367044,1.7405833187299116,25.9713106321373,1.4268818400000411,7.425195462800653,0.0029091317587891263,0.08107024861742472,19.869120483669466,5.922334564925983,,4.2759515464168585,27.085992274263145,3.5741896145577545,0.39992403471037286,61799745634201.41,8881.84038190125,472242334738.0101,67.87052269674906,32327469445288.203,4646.093938045865,34688278611711.8,4985.388703309419,50603.028840473395,69104.5268946884,69104526894688.41,29.372039886502,15.57079856774,6532.68310669786,1134.622809919744,10450.64937717948,12.32304319176,,7163.38635292672,51954.243591139406,135.81480198508802,1.7697522491340003,36075.82077730021,10104.71123098474,19391.443465920143,,,,6148.6719217113805,15484.480840352542,11619.22316203776,9931.681291674233,,0.04250378550635824,0.02253224103750694,9.453335982826884,1.6418936079959687,15.12295915592579,0.017832468791139627,,10.366016055421865,75.18211313466466,0.19653531843443847,0.00256097875010563,52.20471421832874,14.622357875893973,48.31357373,6.805878906,119.9171691,Sustainability - Taking the Green Road
SSP1 - Baseline,2005,3389946625,,238986475.6,31469668.7,3417340000,238986500,0,1753.16,379.85,319.855,34531.70013,34531700129999.996,3797.849,66.79925977,967.1141719,0.408451385,1011.005984,,871.2293125,403.097,0.684200073,405.4770781,58.03196094,9.507541016,4.902305389,4.493854004,58.71616101,10166850.09,318397613.5,,153583877.9,NaN,33166074220.000004,0,0,29394248380,3771829776,672658325.2,44527289060,9156453.401999999,6874411.013,57252529.660000004,133252532.4,34307960.51,116648422.2,156230713.1,23586.44307,51535.72083,94659.93683900002,14858.59804242448,14632.809014571181,3680.4779332688804,0.0000019099404168400002,28803.2739037118,42149.2328582482,32357.6919139106,19338.8349155,10553.688998500002,25079.373363482642,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,57407878910000,1548431300,3725047200,3188831000,67192000,6530547852,127506.51694957641,127506516949576.4,12189.22755137424,0,12189.226331928821,32633.637218,0,32633.637218,109509.22824620141,0,109509.22824620141,28318.217099,0,,2931.6773675622403,28318.217099,3098.926506917,2767.9541432504325,48557.3739292014,0,48557.3739292014,58.80304704240001,4.572003657600001,10553.688998500002,103.87408865476,0.91338626,8790.66813551005,94659936839000.02,14494.94575099241,19524.62792390797,5.078605190809955,0.04875511530054707,0.001402095752073206,85.88520090271763,0,25.593701403439056,0,22.209231164395067,0,38.0822683348835,0,2.1708334675513448,0.00358570194448025,0.08146570947102096,,2.2992372764143485,9.559689844084266,0,8.276980072064514,14858598042424.48,2275.2452595342347,3680477933268.8804,563.5787405097602,25079373363482.64,3840.3169124320875,28803273903711.8,4410.544805194362,5287.718720172084,18163.789108797442,18163789108797.44,220.77470106406403,0,7248.086190130981,0,3659.0133605416804,0,,2931.6773675622403,3098.926506917,2767.9541432504325,1169.035726338944,4.572003657600001,103.87408865476,14632.809014571181,,,,0.0000020595210920600002,310.390805534668,41838.842054380206,2781.3576319228296,,1.2154661108520255,0,39.904042855355804,0,20.144548797747685,0,,16.140230157937214,17.061013472216914,15.238858625097132,6.436078503976539,0.025170979635441803,0.5718745578501,37.99325,31.6265,0.0164592,Sustainability - Taking the Green Road
