Scenario,Year,Crop demand,Energy crop demand,Livestock demand,Energy crop production,Non-energy crop production,Livestock production,Carbon price,Methane concentration,CO2 concentration,Nitrous oxide concentration,Economic consumption,Economic consumption ($),Electricity capacity,Biomass capacity,Coal capacity,Concentrated solar capacity,Gas capacity,Geothermal capacity,Hydropower capacity,Nuclear capacity,Offshore wind capacity,Oil capacity,Onshore wind capacity,Other electricity capacity,Solar capacity,Solar PV capacity,Wind capacity,Black carbon emissions,Methane emissions,Fossil methane emissions,Land methane emissions,Carbon monoxide emissions,CO2 emissions,CO2 emissions (BECCS),CO2 emissions (CCS),Fossil CO2 emissions,Land CO2 emissions,F-gas emissions,Kyoto gas emisisons,Nitrous oxide emissions,Land nitrous oxide emissions,Ammonia emissions,NOx emissions,Organic carbon emissions,Sulfur emissions,VOC emissions,Freight transport energy,Passenger transport energy,Final energy,Final energy (electricity),Final energy (gases),Final energy (heat),Final energy (hydrogen),Final energy (industry),Final energy (liquids),Final energy (residential/commercial),Final energy (solids),Final energy (traditional biomass),Final energy (transport),Radiative forcing,Radiative forcing (aerosols),Radiative forcing (methane),Radiative forcing (CO2),Radiative forcing (f-gases),Radiative forcing (Kyoto gases),Radiative forcing (nitrous oxide),GDP,Cropland,Forest,Pasture,Urban area,Population,Primary energy,Primary energy (kWh),Primary energy (biomass),"Primary energy (biomass, CCS)","Primary energy (biomass, no CCS)",Primary energy (coal),"Primary energy (coal, CCS)","Primary energy (coal, no CCS)",Primary energy (fossil),"Primary energy (fossil, CCS)","Primary energy (fossil, no CCS)",Primary energy (gas),"Primary energy (gas, CCS)",Primary energy (geothermal),Primary energy (hydro),Primary energy (no CCS),Primary energy (renewables excl. bio),Primary energy (nuclear),Primary energy (oil),"Primary energy (oil, CCS)","Primary energy (oil, no CCS)",Primary energy (other),Primary energy (solar),Primary energy (trad biomass),Primary energy (wind),Temperature,GDP per capita,Final energy (kWh),Final energy per capita,Primary energy per capita,CO2 emissions per capita,Methane emisisons per capita,Nitrous oxide emissions per capita,"Primary energy (%, fossil)","Primary energy (%, fossil CCS)","Primary energy (%, coal)","Primary energy (%, coal CCS)","Primary energy (%, gas)","Primary energy (%, gas CCS)","Primary energy (%, oil)","Primary energy (%, oil CCS)","Primary energy (%, nuclear)","Primary energy (%, solar)","Primary energy (%, wind)","Primary energy (%, geothermal)","Primary energy (%, hydro)","Primary energy (%, biomass)","Primary energy (%, biomass CCS)","Primary energy (%, trad biomass)",Electricity use,Electricity per capita,Final heat energy,Final heat per capita,Final transport energy,Final transport per capita,Final industry energy,Final industry per capita,Economic consumption per capita,Secondary electricity,"Secondary electricity, kWh",Secondary electricity (biomass),Secondary electricity (biomass CCS),Secondary electricity (coal),Secondary electricity (coal CCS),Secondary electricity (gas),Secondary electricity (gas CCS),Secondary electricity (geothermal),Secondary electricity (hydro),Secondary electricity (renewables excl. bio),Secondary electricity (nuclear),Secondary electricity (oil),Secondary electricity (solar),Secondary electricity (wind),Secondary electricity (gas),Secondary electricity (heat),"Secondary electricity (heat, kWh)","Secondary electricity (heat, hydro)",Secondary electricity (hydrogen),Secondary electricity (biofuels),Secondary electricity (oil),Secondary electricity per capita,Secondary heat per capita,"Secondary electricity (%, biomass)","Secondary electricity (%, biomass CCS)","Secondary electricity (%, coal)","Secondary electricity (%, coal CCS)","Secondary electricity (%, gas)","Secondary electricity (%, gas CCS)","Secondary electricity (%, geothermal)","Secondary electricity (%, hydro)","Secondary electricity (%, renewables excl. bio)","Secondary electricity (%, nuclear)","Secondary electricity (%, oil)","Secondary electricity (%, solar)","Secondary electricity (%, wind)",final_energy_biomass,final_energy_coal,final_energy_solar,annotation
SSP3 - 3.4,2030,4555102100,1586371500,355994500,94732000,4733432700,355994500,87.4244,2091.5537,447.32653,340.01592,63536.2188,63536218800000,6067.8871,87.2065,1866.045,,897.294,12.5576,1499.6032,853.5622,,282.1999,434.5027,,134.9159,134.9159,434.5027,8348000.000000001,458233700,,241598200,NaN,48292181400,0,0,42677379000,5614802400,455456400,63770725100,11970618.6,8989429.6,58200800,122228000,35672600,97845100,211272100,,,139833.584089,25029.408912400002,24878.2699026,5292.1153448000005,,52027.958289,56237.2116564,51622.235742200006,27554.272043400004,,36183.417835600005,3.1442717,-1.00244503,0.70406518,2.5649678,0.067003374,3.4515195,0.21849723,130059000000000,1736507100,3683750500,3665653700,61494300,8514307300,185667.0096446,185667009644600,19284.1265384,0,19284.1265384,47411.87126280001,0,47411.87126280001,154019.81766020003,0,154019.81766020003,42766.367546400004,0,81.47228740000001,5254.754203800001,42766.367546400004,6899.4221862,5463.6432598,63841.578851000006,0,63841.578851000006,11.6111204,295.47245860000004,,1256.0843382,1.5159489,15275.347179447,139833584089000.02,16423.365890141176,21806.47269386201,5.671886120436363,0.053819257850841254,0.0014059415731917499,82.95486524774735,0,25.535969666099994,0,23.033907654495277,0,34.38498792715208,0,2.942710861912622,0.15914106612994272,0.6765253238065131,0.04388086367952637,2.8302034991884364,10.38640444272425,0,,25029408912400.004,2939.688224830692,5292115344800,621.5555955796897,36183417835600.01,4249.719508667488,52027958289000,6110.650750061605,7462.288658526572,29704.995986200003,29704995986200.004,534.7782056000001,0,9808.202291000001,0,5502.365513,0,77.00006160000001,5254.754203800001,6894.9499604,5234.1986318,1730.5013844000002,295.47245860000004,1256.0843382,25359.048065000003,5745.060151600001,5745060151600.001,4.4722258,,700.556116,61105.076661800005,3488.83296544864,674.7536762738175,1.8002971818223474,0,33.01869589733855,0,18.523367300087244,0,0.25921586266421914,17.68979940694553,23.211415223227686,17.620600367128958,5.825624030395211,0.9946894412551585,4.228528893872051,59.121,40.0743,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2040,9528768500,7402989100,381268700,1071635299.9999999,5301054400,381268700,128.3259,2065.384,470.76049,346.96881,70945.7628,70945762800000,7374.341,380.5091,1086.4465,,867.5611,14.4541,2028.1399,971.7501,,327.0354,1107.7923,,590.6526,590.6526,1107.7923,6578600,343157300,,208951100,NaN,32552846300,316645900,3089636300,29327171000,3225675200,333347900,44395993800,9835120.8,7707129.9,58128100,84629400,31637800,55125400,193611800,,,128419.6305134,27222.021777600003,21236.2392112,5787.4768522,,47676.8992526,52596.87541080001,49893.6788038,21246.739219600004,,30849.052457,3.5830054,-0.74743489,0.6935434,2.8382646,0.066192566,3.7362466,0.23971023,150358000000000,1806664700,3716967900,3692036700,61494300,9257220200,169361.30215560002,169361302155600.03,26438.7155954,1276.6399102000003,25162.0756852,26163.2987084,4444.892444800001,21718.4062636,124935.23883700001,11614.731514000001,113320.50732300001,38722.558755800004,4330.6423534000005,93.47229700000001,7106.811241,34391.888624600004,11708.8149226,6278.5328006,60049.409150600004,2839.1689380000003,57210.21243480001,12.472232200000002,1293.5565904,,3202.502562,1.8288287,16242.240840290264,128419630513400,13872.375047684402,18295.04953934228,3.5164817943943905,0.037069151709278776,0.0010624270123767824,73.76846850304462,6.857960682971729,15.448215368799287,2.6245029934384148,22.863876377275258,2.557043609301752,35.45639315847362,1.6763976787280044,3.7071826448474186,0.7637852177184786,1.8909293452749398,0.05519105947480418,4.196242677958774,15.610836276583145,0.7537967020512705,,27222021777600.004,2940.625931918526,5787476852200,625.1851773170524,30849052457000,3332.431528095227,47676899252600,5150.239296738345,7663.83009880223,33032.2764258,33032276425800.004,2333.3352000000004,451.69480580000004,5710.532346200001,1372.8899872000002,5320.032033800001,1287.2232520000002,88.63895980000001,7106.811241,11703.981585400003,5958.949211600001,2005.4460488000002,1293.5565904,3202.502562,21784.0174272,5029.0040232,5029004023200,4.8333372,,1536.0567844,58086.7686916,3568.2716530606026,543.2520686069453,7.0638038078948115,1.3674346871449703,17.287734797895325,4.156207611921346,16.105556774902645,3.8968651006886375,0.26834045179752786,21.514748633700567,35.43195580749789,18.039777624728696,6.0711711870806395,3.9160382824529223,9.695070726335626,64.4824,12.0058,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2050,18300336600,17992488300,401796500,3068492000,5786625400,401796500,184.2533,1884.6669,483.41998,351.88448,76479.9951,76479995100000,9163.9658,1006.0951,1120.6944,,819.178,16.071,2157.1966,827.6001,,312.2426,1674.1465,,1230.7416,1230.7416,1674.1465,6182300,294368600,,199804200,NaN,22930895200,2422931400,10527017400,21171744300,1759150800,99106100,33480706400.000004,10374126.700000001,8562131,58341600,75016500,30100700,43142000,191020800,,,133181.1343226,32009.747830000004,21316.68372,6520.449660800001,,50103.540082800006,50931.3185228,51445.180045,22077.684328800002,,31632.4141948,3.6544032,-0.65891628,0.618935103,2.9802977,0.058681239,3.8220101,0.2545779,166465000000000,1927894200,3707614600,3680781300,61494300,9957130800,181855.47881760003,181855478817600.03,38337.2251142,9403.868634200002,28933.3287022,26968.910464,13156.427191800001,13812.483272200001,122877.98719120002,35108.6947536,87769.2924376,38623.503121,12413.9265978,103.61119400000001,7559.033825,26209.5765232,15210.845502000002,5429.393232400001,57285.60138400001,9538.368741799999,47747.232642200004,13.0277882,2695.3910452000005,,4839.7538718000005,1.9896562,16718.16945500003,133181134322600,13375.452928930088,18263.843517813388,2.302962134433345,0.02956359677428361,0.0010418791224476032,67.56903228329234,19.30582184373659,14.829858654437164,7.234550906764717,21.238569974424113,6.826259334342681,31.500618929087707,5.24502687728585,2.985553840720768,1.4821610339842781,2.661318703878174,0.056974469327878446,4.156615942586842,21.081149362924616,5.171066989756205,,32009747830000.004,3214.7561855871177,6520449660800.001,654.8522653533888,31632414194800,3176.8603657190083,50103540082800.01,5031.925470216783,7680.927029702171,39278.948089800004,39278948089800,6169.560491200001,3503.2528026000005,5890.5324902,3782.5863594,5023.3373520000005,3216.530351,98.5556344,7559.033825,15205.7899424,5074.9762822,1914.723754,2695.3910452000005,4839.7538718000005,21866.3230486,4658.198171000001,4658198171000.001,5.0833374000000005,,2501.9742238,55675.9612074,3944.8058761867424,467.8253469362882,15.707041026391739,8.918906877523353,14.996665584661265,9.630060231634019,12.788879530367225,8.188942187673483,0.25091210226577587,19.244491496356893,38.71231456513637,12.920346722619783,4.8746818515163275,6.862177263601269,12.321495628486021,69.7055,9.7741,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2060,25393999000,26523962900,419259500,4661989800,6222629000,419259500,248.1855,1767.598,490.47251,356.89933,80945.3292,80945329200000,11114.6538,1488.7887,1293.8204,,802.2418,17.4926,2234.4316,662.012,,293.2141,2486.2405,,1836.4122,1836.4122,2486.2405,5798800,301333500,,209672700,NaN,16754039300,5095818300,16985182600,14495744600,2258294700,88768800,27602782100,10827643.200000001,9054788.200000001,58546400,69024900,28433500,35947700,185141800,,,137015.05405640003,37609.6411988,20945.738978800004,7079.0056632000005,,52752.681091000006,47797.7326826,52360.236332600005,23263.824166600003,,31902.108855000002,3.6702804,-0.60667214,0.56862632,3.0578189,0.048947482,3.8619458,0.26963741,180398000000000,2047891100,3663183000,3674031400,61494300,10574361900,193741.9883268,193741988326800,48992.0391936,20289.321787,28702.717406600004,30411.024328800002,21014.2945892,9396.729739600001,121138.93024440002,52559.4587142,68579.499308,38312.97509480001,17592.680740800002,112.5556456,7829.672930400001,20720.294354,19164.876443,4446.114668,52414.95859860001,13952.483384200003,38462.4474366,13.3611218,4021.8643286,,7187.4224166,2.0797596,17059.941933706657,137015054056400.03,12957.288142029642,18321.860946219364,1.5844019202709527,0.02849661311478284,0.0010239523956523562,62.52590431768738,27.12858434463044,15.696661622726465,10.846536040372168,19.775256476760458,9.080468768145927,27.05400055572235,7.201579536112349,2.2948637548306694,2.075886782898089,3.709790778277967,0.05809563872656425,4.041288622058048,25.28725941996695,10.472341056382879,,37609641198800,3556.6818645387957,7079005663200.001,669.4499138713988,31902108855000.004,3016.9299251049847,52752681091000.01,4988.734222440411,7654.86655038731,45866.73113780001,45866731137800.01,9129.507303600001,7302.172508400001,6800.5054404,5780.4490688000005,4919.476157800001,4181.5589008,107.2778636,7829.672930400001,19159.598661000004,4059.586581,1798.0292162,4021.8643286,7187.4224166,21493.4338614,4620.2536962,4620253696200,5.3055598,,3815.9474972000003,51254.3187812,4337.541269303447,436.92978733780615,19.9044210850163,15.920411869905601,14.826662532302242,12.602705545842085,10.725587012120268,9.11675804459905,0.2338903622272515,17.070483847817435,41.77232208556075,8.850830395572675,3.920116327448929,8.768587228326531,15.670230335374068,74.9753,8.7745,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2070,35932560600,39375695900,434614600,7167183100,6600240800,434614600,409.54,1722.8331,492.76023,361.86602,85128.0737,85128073700000,13831.8677,2247.6922,1045.381,,731.62,18.8817,2443.6969,633.5754,,266.1866,3793.876,,2650.958,2650.958,3793.876,5327600,296112900,,213838700,NaN,9494704600,7895301900,18000532100,8290314000,1204390700,84219300,20241391700,10938403.6,9356064.8,57819500,62548700,26883100,30470400,175747400,,,137568.9156106,44921.86927080001,17997.375509,7741.5617488,,54299.7378842,42476.2006476,52339.986316400005,24177.1304528,,30929.191410000003,3.671116,-0.56890215,0.548938622,3.0827261,0.04302589,3.8789465,0.28444692,194768000000000,2164344200,3652610200,3678833800,61494300,11117376500,196283.7125824,196283712582400,64587.412781000006,31976.8866926,32610.498310600004,24195.991579000005,16816.3745642,7379.617014800001,101886.609287,45702.64767320001,56183.933836000004,33424.5267396,15761.7348316,121.33343040000001,8562.951294800001,17662.791908,25471.298154800003,4338.4201374,44266.0909684,13124.5660552,31141.5249132,13.5833442,5805.754644600001,,10967.647663,2.1465079,17519.241162696973,137568915610600,12374.224765222263,17655.578416580567,0.8540418326212124,0.026635141843041835,0.0009839015166932595,51.907826658937864,23.28397352582885,12.327050095326944,8.567381543254882,17.02868072946621,8.030077801276159,22.552095834144705,6.686528333159737,2.210280252152215,2.9578382068572,5.587650405988614,0.06181533291972158,4.362537870382531,32.905131012277025,16.291156444871138,,44921869270800.01,4040.689750032304,7741561748800,696.3478972579547,30929191410000.004,2782.0584658619778,54299737884200,4884.2222699033355,7657.208847788865,54747.5993536,54747599353600,13783.233248800001,11244.175662000001,5494.6710624,4670.475958600001,4486.420255800001,3813.4474952000005,115.77787040000001,8562.951294800001,25465.742594800002,3885.1975526000006,1632.3068614000001,5805.754644600001,10967.647663,18478.2647826,3925.6698072000004,3925669807200.0005,5.527782200000001,,5673.8100946,43728.5349828,4924.507086145729,353.11116855671844,25.175959149875794,20.538207692682377,10.03636895000893,8.53092375509409,8.194734214414444,6.965506323975906,0.21147570261888915,15.640779497004434,46.514811417252524,7.09656240359793,2.9815131269178936,10.60458305596597,20.033111574743064,80.5794,6.4582,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2080,42856544700,47720115000,449019900,8802562900,6930666100,449019900,626.8813,1697.964,490.72217,366.56202,88788.9228,88788922800000,16853.5067,2742.3182,853.6205,,659.7239,20.2102,2520.3726,635.6717,,245.1536,5281.1799,,3895.2561,3895.2561,5281.1799,4959700,293860400,,218420900,NaN,3925184500,9787142700,18404618500,3568871200,356313300,81037400,14654828000,11080860,9644233.899999999,57460300,57834500,25676200,26245000,167544300,,,139328.3614626,52383.653018,15229.762183800001,8327.1455506,,56369.850651400004,37699.9746044,52369.736340200005,25481.4370518,,30588.746693200002,3.6403535,-0.539588592,0.537887532,3.0605425,0.039114837,3.8573323,0.29835481,209457000000000,2227130800,3680103100,3677094600,61494300,11633415300,199079.9370416,199079937041600,76623.4501876,40594.199142000005,36029.2788234,19479.654472600003,13630.177570800002,5849.476901800001,85267.151547,39679.1428544,45588.00869260001,28865.1064254,14049.3723506,129.63899260000002,8831.645954200001,14815.7340748,32772.970662800006,4416.3646442,36922.390649,11999.592933000002,24922.797716,13.555566400000002,8530.8679358,,15267.2622138,2.1888855,18004.772854623352,139328361462600,11976.56559743036,17112.767996995688,0.3374060324314219,0.025260028325473777,0.0009525027444004341,42.830610062521004,19.93126150432155,9.78484058317213,6.846585232720775,14.499254346945223,7.0571512927815645,18.54651513240365,6.027524978819213,2.2183876034063394,4.285146992997783,7.66891050935471,0.0651190644956405,4.4362310363572846,38.488785623630505,20.3909041489788,,52383653018000,4502.861083107727,8327145550600,715.7954337450672,30588746693200.004,2629.3866336225447,56369850651400,4845.511760540347,7632.231851982453,63517.30081380001,63517300813800.01,16816.3745642,13815.6499414,4486.7535894,3813.753051,4045.5310142000003,3438.7249732000005,123.9445436,8831.645954200001,32767.248436,3898.0586740000003,1503.334536,8530.8679358,15267.2622138,15660.7903064,3445.7527566000003,3445752756600.0005,5.7222268000000005,,7449.867071000001,36925.6684294,5459.901428413718,296.19442508856366,26.475266342782643,21.751002899037488,7.063829117287036,6.0042744293872925,6.3691796760372625,5.4138398973857065,0.19513509234805415,13.90431558181264,51.587910720665995,6.137003027611484,2.366811115615574,13.43077842808231,24.036383816994594,86.9292,4.804,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2090,48455684600,54416968000,461911900,10140013100,7225136600,461911900,883.3675,1686.4428,485.81128,371.04304,92315.2591,92315259100000,20267.6531,3162.0513,684.5843,,551.9451,21.5337,2520.3726,626.3032,,211.284,7135.9134,,5353.6654,5353.6654,7135.9134,4670700,293444600,,222860100,NaN,-713415000,11407319100,18565512200,-396494300,-316920700,78039900,10050414600,11240518.5,9908333.4,57356100,54710500,24636400,22875100,160018000,,,143110.531155,60499.020621400006,12845.4547208,8861.3126446,,59243.15850560001,33655.915813600004,52726.708848,27076.9105504,,31140.663801400002,3.5885717,-0.516072073,0.532739739,3.0067087,0.036353607,3.8095329,0.31154203,224628000000000,2273160300,3712962100,3660697300,61494300,12134327000,203101.55137,203101551370000,87363.7643354,48110.8995998,39252.836957800006,15511.401298,10878.1198136,4633.2814844,69998.5837766,33225.0821356,36773.501641,24156.6582142,11917.926201,137.8889992,8831.645954200001,12238.7042354,41336.866402800006,4402.3090774,30330.524264400003,10429.036121000001,19901.5159212,13.3888996,11724.870491,,20629.099836600002,2.2108873,18511.78066983031,143110531155000,11793.858131151403,16737.768099541077,-0.058793124661961065,0.02418301402294499,0.0009263404966752585,34.46481984230646,16.35885196911778,7.637263818700293,5.35600035559689,11.893881681973289,5.867964139421335,14.933674341632875,5.134887474099554,2.1675408423543248,5.772910355391738,10.15703705729897,0.06789165236300972,4.348389214472794,43.014818816546196,23.688100497151808,,60499020621400.01,4985.7747052143895,8861312644600,730.2681594619958,31140663801400,2566.328054403017,59243158505600.01,4882.278061700497,7607.777431743845,72840.4193834,72840419383400,19390.265512200003,16000.290578,3598.2806564,3058.5302246,3384.6138188,2876.9189682,132.0556612,8831.645954200001,41331.0330648,3840.6141836,1295.6399254,11724.870491,20629.099836600002,13221.9827998,3006.9190722000003,3006919072200.0005,5.833338,,9015.423879,30847.274677800004,6002.839661680454,247.80270650362402,26.620200262903698,21.966225226932718,4.93995049295396,4.19894647846718,4.646614952866866,3.949618896422275,0.18129448226391578,12.124650062370032,56.74189332608257,5.272641503317948,1.7787375970205774,16.09665428926957,28.320951487137208,93.804,3.6727,,Regional Rivalry - A Rocky Road
SSP3 - 3.4,2100,52539943500,59214813000,473973200,11122271200,7506876700,473973200,1167.6774,1683.6815,479.13279,375.35505,96607.062,96607062000000,23927.2898,3477.7096,542.5672,,456.8641,22.9643,2520.3726,602.2237,,176.7628,9049.0802,,7078.7453,7078.7453,9049.0802,4462100,294242200,,227103200,NaN,-3861942700,12639289900,18560994000,-3347244900,-514697800,76554200,6975542200,11425756.9,10157224.5,57507800,53184300,23739700,20256000,153235100,,,149298.06388280002,68868.8606506,11055.175510800002,9404.146412200002,,63241.133926200004,30782.302403600002,53450.9316496,29041.162121800004,,32605.998307,3.5224112,-0.498475616,0.531503277,2.9326185,0.034317238,3.7449652,0.32415587,242381000000000,2304564600,3749652100,3634854100,61494300,12620135500,209181.6117896,209181611789600,96308.1603798,53968.904286200006,42339.2560936,12291.343166400002,8596.645766200001,3694.725178,57958.157477600005,27564.716496200002,30393.440981400003,20368.3218502,10074.119170400001,146.75011740000002,8831.645954200001,10294.2026798,50654.3183012,4260.975631,25298.492461,8893.979337400002,16404.5131236,13.194455000000001,15502.901291200002,,26159.8264834,2.2113108,19205.895214041084,149298063882800.03,11830.147456245619,16575.22708766479,-0.30601436093931006,0.023315296416587604,0.0009053592887334689,27.707099578090897,13.177408979870215,5.875919523348418,4.109656528914559,9.737147388790063,4.815967849283425,12.09403266595242,4.251797880946526,2.0369742801703787,7.411216100004622,12.505796403228883,0.07015440608976897,4.221999189433098,46.04045238769319,25.80002315905437,,68868860650600.01,5457.061903226,9404146412200.002,745.1700033014703,32605998307000,2583.6488290478337,63241133926200,5011.129549773851,7654.994037108397,82404.5659236,82404565923600,21325.933727400003,17643.153003400002,2851.8078370000003,2424.029717,2801.5577968000002,2381.3352384000004,140.833446,8831.645954200001,50648.373852000004,3692.9473988000004,1083.9453116000002,15502.901291200002,26159.8264834,11369.703540200002,2606.6965298,2606696529800,5.9444492,,10256.95265,26235.798766400003,6529.6102346603175,206.55059763819494,25.879553503348323,21.41040706379978,3.460740075548733,2.941620636952809,3.3997603960409393,2.88980982025658,0.17090490608320338,10.717423064139567,61.463067348668254,4.481483953478809,1.3153947229149434,18.8131581271519,31.745603159482254,101.6462,2.9019,,Regional Rivalry - A Rocky Road
SSP3 - 4.5,2005,2274624100,0,246084000,0,3254988500,246084000,0,1753.16,379.85,319.855,33809.1467,33809146699999.996,3509.8741,61.511,1336.7069,,604.4403,8.7966,826.382,446.4509,,188.9644,35.3325,,1.2895,1.2895,35.3325,8334800,350272300,,169585700,NaN,34373934500,0,0,29596083800,4777850700,532363300,46330333300,8950427.9,6313233.100000001,52609600,123337500,38066200,119353700,210217300,,,92822.5187024,15178.762143000002,14949.956404400002,3071.9191242,,35279.750446000005,39557.1983124,34467.9997966,19847.2103222,,23074.768459800005,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,54728115700000,1528676600,3903614100,3376117000,61494300,6490987900,124524.0162858,124524016285800,12818.3713658,0,12818.3713658,32846.0262768,0,32846.0262768,105894.72360460002,0,105894.72360460002,27423.244160800004,0,57.4722682,2895.7245388,27423.244160800004,3067.8357876,2743.0855278,45625.453167,0,45625.453167,9.6666744,2.8333356000000003,,102.13897060000002,0.91338626,8431.400049289878,92822518702400,14300.214409951373,19184.139333521172,5.295639897895974,0.05396286442006771,0.0013789007217221898,85.03959859562902,0,26.377262199296393,0,22.022453964109083,0,36.63988243222353,0,2.202856613220887,0.002275332650287395,0.082023511324576,0.046153561308280584,2.325434582959409,10.29389490327717,0,,15178762143000.002,2338.4363639007865,3071919124200,473.25910501235103,23074768459800.004,3554.8931557552287,35279750446000.01,5435.189679832866,5208.628828286676,18070.431123000002,18070431123000.004,377.19474620000005,0,7025.9222874,0,3706.5307430000003,0,53.94448760000001,2895.7245388,3064.308007,2737.7244124000003,1158.750927,2.8333356000000003,102.13897060000002,15226.873292600001,3688.3640618000004,3688364061800.0005,3.5555584000000002,,0,42995.2566184,2783.9261760139784,568.2284605398819,2.0873588661640037,0,38.880767368396775,0,20.511578931187408,0,0.29852352294649787,16.02465662877478,16.957581067890274,15.150299368980916,6.412414397380617,0.015679402338075583,0.5652270823245483,42.4489,29.001,,Regional Rivalry - A Rocky Road
SSP3 - 4.5,2010,2638405600,207424500,270010500,0,3546514000,270010500,2.4627,1812.864,390.5053,323.68957,37621.0079,37621007900000,3963.362,61.4859,1558.7966,,661.1185,9.1906,947.0204,457.5221,,213.0637,43.2872,,11.877,11.877,43.2872,7903800,376210000,,185044400,NaN,39398615600,0,0,32480035400,6918580200,748036600,52431968400,9664651.1,6885116.9,53595900,116463700,36648800,99761100,205503700,,,100320.2747006,17068.4580992,16076.651750200002,3502.0583572000005,,37264.196478000005,42463.8395266,37604.4189724,20892.1556026,,25451.687028000004,2.1334614,-1.05832351,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,64808103000000,1570076900,3848517300,3472033800,61494300,6879589600,135713.02523700002,135713025237000.03,13716.594306600002,0,13716.594306600002,37076.001883000004,0,37076.001883000004,115641.1480684,0,115641.1480684,29617.1625826,0,59.861159,3318.4470992000006,29617.1625826,3539.0028312,2816.2800308,48948.01138060001,0,48948.01138060001,9.5555632,26.0000208,,125.13898900000001,0.98830735,9420.344347284901,100320274700600,14582.305127707037,19726.907145304136,5.726884580440671,0.05468494806725099,0.001404829599137716,85.21005840555992,0,27.319413017470495,0,21.82337511884257,0,36.0672907372896,0,2.0751729805461485,0.01915808799825612,0.09220853251297417,0.04410863209000207,2.44519425707657,10.107058097515896,0,,17068458099200.002,2481.0285339113834,3502058357200.0005,509.050475510923,25451687028000.004,3699.593799606884,37264196478000.01,5416.630735938087,5468.495955049411,20272.0717732,20272071773200,377.0558572,0,8193.2843324,0,4054.0865766,0,56.3611562,3318.4470992000006,3535.5306062000004,2805.6133556,1306.5566008,26.0000208,125.13898900000001,16397.6797848,4098.614390000001,4098614390000.0005,3.5000028000000003,,94.2500754,46243.0369944,2946.697834010331,595.7643737934601,1.8599769249952725,0,40.41661071480445,0,19.99838310536946,0,0.27802366147159335,16.36955085955763,17.440400989868373,13.839795887606638,6.445106427293182,0.12825537069364779,0.6172974839475249,44.9529,30.2587,,Regional Rivalry - A Rocky Road
SSP3 - 4.5,2020,3346379800,563275100,317845300,23807300,4124060499.9999995,317845300,15.5724,1947.5492,417.07413,331.54097,51123.0186,51123018600000,4959.5808,68.6987,1906.5788,,786.1355,10.8795,1217.5008,573.113,,263.429,106.4602,,26.7852,26.7852,106.4602,8340500.000000001,424300500,,215135800,NaN,46637736200,0,0,39493257100,7144479100,1077455000,61598626700,10993034.299999999,7984992.6,55837600,124142300,36374300,102983600,211547800,,,122808.3482466,21168.183601200002,20660.1831948,4376.670168000001,,44819.5914112,51740.458059000004,45876.175589800005,24281.963870000003,,32112.581245600002,2.6240626,-1.05763566,0.645296303,2.1901668,0.059735174,2.9931783,0.19234071,97400854600000,1657895400,3747957400,3614338800,61494300,7697853900,165572.9657916,165572965791600,16130.7906824,0,16130.7906824,45350.119613400006,0,45350.119613400006,141071.50174600002,0,141071.50174600002,36421.30691480001,0,70.6111676,4266.253413,36421.30691480001,4713.8371044000005,3656.8084810000005,59300.075217800004,0,59300.075217800004,10.555564,58.6667136,,307.75024620000005,1.2303339,12652.988204933326,122808348246600,15953.582627308631,21508.977429618404,6.05853745808296,0.05511932358186221,0.0014280648142724556,85.20201415221433,0,27.389809318557695,0,21.99713385616468,0,35.81507097749195,0,2.208578232271733,0.035432543784860035,0.18586986391688656,0.04264655601378514,2.5766606236731673,9.742406077754973,0,,21168183601200.004,2749.881184572755,4376670168000.0005,568.5571881274599,32112581245600.004,4171.627789090671,44819591411200,5822.348929121661,6641.204063381873,25103.020082400002,25103020082400.004,421.2781148,0,10021.258017000002,0,4820.7260788,0,66.7222756,4266.253413,4709.948212400001,3514.4194782,1615.3901812000001,58.6667136,307.75024620000005,21070.7390788,4981.3650962,4981365096200,3.8888920000000002,,280.000224,56340.1284054,3261.0413770518567,647.1108910237956,1.678196939719467,0,39.92052742700076,0,19.203769359129275,0,0.26579381835725696,16.994980679600047,18.762476375112318,13.999986721374603,6.435043177663581,0.2337038069819012,1.225949089750229,51.7927,35.6223,,Regional Rivalry - A Rocky Road
