Month,Total number of employees,Number of employees that left,Run
103,457,1,29
104,458,3,29
105,461,3,29
106,465,6,29
107,463,2,29
108,470,3,29
109,470,4,29
110,471,3,29
111,469,3,29
112,466,4,29
113,463,4,29
114,465,2,29
115,473,4,29
116,476,6,29
117,477,4,29
118,505,3,29
119,504,2,29
120,502,2,29
0,464,8,30
1,456,12,30
2,459,10,30
3,455,6,30
4,472,10,30
5,469,4,30
6,476,2,30
7,474,5,30
8,483,5,30
9,478,2,30
10,476,8,30
11,468,10,30
12,458,18,30
13,440,9,30
14,448,8,30
15,440,7,30
16,447,14,30
17,440,10,30
18,436,7,30
19,432,15,30
20,432,6,30
21,432,5,30
22,433,5,30
23,430,7,30
24,424,8,30
25,450,8,30
26,448,6,30
27,453,6,30
28,447,2,30
29,445,13,30
30,435,10,30
31,435,9,30
32,434,3,30
33,433,5,30
34,432,9,30
35,429,5,30
36,424,9,30
37,423,7,30
38,446,12,30
39,434,2,30
40,436,10,30
41,426,10,30
42,416,15,30
43,403,10,30
44,404,6,30
45,417,6,30
46,418,10,30
47,408,12,30
48,400,8,30
49,392,18,30
50,402,14,30
51,402,3,30
52,399,13,30
53,388,6,30
54,389,10,30
55,386,8,30
56,399,8,30
57,398,10,30
58,414,6,30
59,408,11,30
60,405,11,30
61,403,6,30
62,418,2,30
63,420,9,30
64,435,7,30
65,435,11,30
66,432,9,30
67,428,4,30
68,426,5,30
69,429,4,30
70,425,5,30
71,423,16,30
72,421,9,30
73,421,6,30
74,428,7,30
75,421,5,30
76,420,12,30
77,431,13,30
78,422,10,30
79,422,7,30
80,418,7,30
81,417,8,30
82,415,6,30
83,409,9,30
84,400,5,30
85,434,5,30
86,437,9,30
87,434,6,30
88,447,5,30
89,442,5,30
90,437,8,30
91,430,7,30
92,429,14,30
93,422,11,30
94,416,8,30
95,415,12,30
96,412,16,30
97,428,8,30
98,424,5,30
99,421,5,30
100,416,12,30
101,421,11,30
102,422,3,30
103,423,7,30
104,416,10,30
105,406,9,30
106,412,7,30
107,405,12,30
108,401,7,30
109,414,6,30
110,416,3,30
111,436,7,30
112,437,7,30
113,438,6,30
114,432,6,30
115,428,8,30
116,427,14,30
117,426,7,30
118,426,6,30
119,425,9,30
120,421,3,30
0,465,7,31
1,471,5,31
2,479,4,31
3,479,4,31
4,479,5,31
5,479,4,31
6,478,5,31
7,479,5,31
8,487,2,31
9,488,1,31
10,487,6,31
11,487,2,31
12,487,3,31
13,489,5,31
14,493,3,31
15,496,4,31
16,497,4,31
17,495,4,31
18,501,0,31
19,503,1,31
20,510,5,31
21,508,4,31
22,506,1,31
23,505,4,31
24,501,3,31
25,498,2,31
26,496,5,31
27,491,7,31
28,484,8,31
29,481,6,31
30,483,5,31
31,479,7,31
32,477,6,31
33,471,7,31
34,464,4,31
35,460,3,31
36,472,4,31
37,468,4,31
38,464,5,31
39,459,8,31
40,452,7,31
41,452,8,31
42,450,2,31
43,482,6,31
44,479,6,31
45,473,5,31
46,468,5,31
47,463,6,31
48,457,1,31
49,456,3,31
50,453,10,31
51,443,8,31
52,439,9,31
53,436,7,31
54,434,10,31
55,429,9,31
56,427,4,31
57,423,3,31
58,420,9,31
59,433,5,31
60,433,4,31
61,437,10,31
62,434,7,31
63,427,9,31
64,434,11,31
65,429,9,31
66,421,12,31
67,433,12,31
68,421,12,31
69,417,9,31
70,420,11,31
71,409,7,31
72,402,7,31
73,405,9,31
74,423,15,31
75,418,10,31
76,408,10,31
77,408,12,31
78,407,14,31
79,403,6,31
80,402,8,31
81,396,8,31
82,388,16,31
83,387,13,31
84,381,7,31
85,382,3,31
86,379,10,31
87,394,13,31
88,411,13,31
89,409,6,31
90,409,10,31
91,399,11,31
92,395,10,31
93,393,9,31
94,385,11,31
95,386,8,31
96,386,14,31
97,395,8,31
98,389,18,31
99,389,13,31
100,420,9,31
101,417,6,31
102,412,8,31
103,404,10,31
104,394,8,31
105,423,6,31
106,435,7,31
107,428,8,31
108,424,7,31
109,424,4,31
110,423,6,31
111,418,4,31
112,434,8,31
113,435,8,31
114,441,4,31
115,439,7,31
116,434,3,31
117,431,5,31
118,426,4,31
119,422,16,31
120,415,10,31
0,451,12,32
1,453,15,32
2,459,8,32
3,454,10,32
4,446,12,32
5,434,8,32
6,426,8,32
7,424,15,32
8,413,12,32
9,438,3,32
10,437,3,32
11,434,7,32
12,445,7,32
13,440,9,32
14,447,13,32
15,443,9,32
16,444,4,32
17,443,11,32
18,439,5,32
19,434,7,32
20,434,6,32
21,428,10,32
22,418,8,32
23,410,4,32
24,409,20,32
25,392,10,32
26,392,11,32
27,403,13,32
28,390,17,32
29,378,24,32
30,369,15,32
31,368,10,32
32,381,7,32
33,405,7,32
34,402,6,32
35,403,4,32
36,405,10,32
37,419,5,32
38,416,8,32
39,410,8,32
40,413,8,32
41,405,7,32
42,398,9,32
43,400,7,32
44,401,9,32
45,397,9,32
46,391,9,32
47,403,11,32
48,399,10,32
49,400,8,32
50,419,8,32
51,437,10,32
52,436,5,32
53,433,8,32
54,428,12,32
55,426,10,32
56,430,6,32
57,431,7,32
58,433,5,32
59,436,7,32
60,457,8,32
61,453,6,32
62,450,1,32
63,452,2,32
64,452,3,32
65,449,9,32
66,440,6,32
67,434,10,32
68,435,7,32
69,454,8,32
70,451,4,32
71,447,9,32
72,438,4,32
73,437,6,32
74,431,13,32
75,418,8,32
76,431,5,32
77,426,3,32
78,430,7,32
79,427,7,32
80,422,6,32
81,416,7,32
82,409,9,32
83,428,6,32
84,449,11,32
85,444,10,32
86,440,6,32
87,437,13,32
88,430,9,32
89,431,11,32
90,420,7,32
91,417,14,32
92,413,8,32
93,428,10,32
94,428,3,32
95,434,6,32
96,434,7,32
97,427,9,32
98,425,7,32
99,428,7,32
100,421,4,32
101,417,12,32
102,424,12,32
103,422,10,32
104,429,10,32
105,426,9,32
106,421,9,32
107,412,8,32
108,411,3,32
109,411,5,32
110,426,6,32
111,427,9,32
112,419,6,32
113,422,7,32
114,424,5,32
115,419,7,32
116,432,8,32
117,424,4,32
118,451,7,32
119,444,7,32
120,437,12,32
0,492,4,33
1,492,6,33
2,493,1,33
3,494,1,33
4,493,3,33
5,490,2,33
6,490,9,33
7,481,7,33
8,474,10,33
9,488,9,33
10,482,13,33
11,474,9,33
12,470,8,33
13,468,7,33
14,461,7,33
15,454,2,33
16,452,10,33
17,442,11,33
18,436,13,33
19,423,16,33
20,410,12,33
21,425,13,33
22,431,10,33
23,427,9,33
24,430,8,33
25,429,6,33
26,426,8,33
27,435,5,33
28,440,7,33
29,441,5,33
30,441,5,33
31,444,6,33
32,445,7,33
33,444,4,33
34,442,4,33
35,441,5,33
36,436,3,33
37,433,7,33
38,426,9,33
39,417,5,33
40,412,13,33
41,407,8,33
42,404,14,33
43,401,6,33
44,414,16,33
45,412,12,33
46,414,13,33
47,409,9,33
48,406,9,33
49,397,4,33
50,393,9,33
51,392,11,33
52,425,10,33
53,415,8,33
54,407,10,33
55,401,13,33
56,411,10,33
57,411,14,33
58,427,12,33
59,418,11,33
60,407,12,33
61,400,14,33
62,386,12,33
63,391,12,33
64,391,15,33
65,399,12,33
66,391,17,33
67,384,11,33
68,381,13,33
69,381,8,33
70,380,16,33
71,375,5,33
72,375,5,33
73,396,4,33
74,399,9,33
75,402,7,33
76,405,10,33
77,402,5,33
78,423,9,33
79,426,6,33
80,420,13,33
81,407,5,33
82,410,14,33
83,404,10,33
84,394,12,33
85,404,7,33
86,410,12,33
87,405,6,33
88,403,7,33
89,412,10,33
90,413,4,33
91,433,7,33
92,433,5,33
93,430,5,33
94,427,12,33
95,415,11,33
96,404,9,33
97,403,15,33
98,399,16,33
99,391,10,33
100,391,10,33
101,393,8,33
102,413,9,33
103,410,6,33
104,409,8,33
105,410,6,33
106,409,5,33
107,408,4,33
108,404,5,33
109,407,7,33
110,417,10,33
111,414,10,33
112,406,4,33
113,402,8,33
114,396,8,33
115,413,7,33
116,419,6,33
117,421,7,33
118,419,6,33
119,426,8,33
120,427,3,33
0,457,2,34
1,457,0,34
2,459,4,34
3,455,4,34
4,451,7,34
5,449,4,34
6,445,8,34
7,453,6,34
8,447,5,34
9,447,5,34
10,442,5,34
11,441,6,34
12,435,8,34
13,432,3,34
14,437,7,34
15,463,4,34
16,463,4,34
17,464,14,34
18,459,15,34
19,451,2,34
20,449,10,34
21,439,7,34
22,432,5,34
23,445,5,34
24,446,4,34
25,442,8,34
26,435,8,34
27,447,3,34
28,450,5,34
29,448,5,34
30,443,6,34
31,437,7,34
32,430,3,34
33,429,6,34
34,423,4,34
35,419,4,34
36,415,6,34
37,417,5,34
38,412,4,34
39,416,6,34
40,415,4,34
41,411,5,34
42,406,8,34
43,417,5,34
44,412,6,34
45,412,6,34
46,431,7,34
47,431,4,34
48,432,5,34
49,450,8,34
50,448,6,34
51,447,3,34
52,448,1,34
53,452,3,34
54,452,5,34
55,450,2,34
56,452,2,34
57,463,4,34
58,459,2,34
59,457,7,34
60,450,9,34
61,465,4,34
62,478,1,34
63,478,5,34
64,476,4,34
65,473,3,34
66,481,2,34
67,496,3,34
68,498,5,34
69,498,5,34
70,500,7,34
71,500,0,34
72,501,2,34
73,502,4,34
74,498,4,34
75,494,5,34
76,489,1,34
77,488,10,34
78,478,7,34
79,471,5,34
80,466,12,34
81,454,8,34
82,446,13,34
83,433,2,34
84,435,6,34
85,429,8,34
86,424,12,34
87,416,12,34
88,430,10,34
89,429,5,34
90,449,7,34
91,452,6,34
92,452,6,34
93,452,9,34
94,445,6,34
95,444,6,34
96,443,3,34
97,470,6,34
98,468,7,34
99,461,4,34
100,459,8,34
101,460,9,34
102,476,7,34
103,477,3,34
104,476,11,34
105,465,5,34
106,463,2,34
107,461,5,34
108,456,6,34
109,450,9,34
110,441,8,34
111,433,8,34
112,425,9,34
113,416,9,34
114,435,1,34
115,434,2,34
116,434,13,34
117,421,3,34
118,418,5,34
119,413,6,34
120,407,9,34
0,416,7,35
1,413,5,35
2,410,6,35
3,404,13,35
4,412,9,35
5,426,12,35
6,422,13,35
7,422,4,35
8,423,8,35
9,424,5,35
10,424,7,35
11,429,12,35
12,427,8,35
13,430,6,35
14,429,5,35
15,424,7,35
16,438,9,35
17,438,5,35
18,437,13,35
19,427,7,35
20,425,7,35
21,426,8,35
22,440,10,35
23,438,2,35
24,440,6,35
25,443,4,35
26,446,5,35
27,446,5,35
28,447,8,35
29,445,4,35
30,446,3,35
31,443,9,35
32,437,2,35
33,435,10,35
34,425,6,35
35,419,5,35
36,420,6,35
37,423,7,35
38,418,5,35
39,428,1,35
40,429,4,35
41,429,4,35
42,443,3,35
43,442,7,35
44,437,3,35
45,442,3,35
46,440,5,35
47,438,2,35
48,441,6,35
49,449,4,35
50,467,6,35
51,461,5,35
52,456,5,35
53,457,5,35
54,454,5,35
55,451,9,35
56,462,8,35
57,459,6,35
58,462,3,35
59,463,7,35
60,459,9,35
61,459,3,35
62,474,3,35
63,473,5,35
64,473,3,35
65,475,7,35
66,472,3,35
67,469,5,35
68,464,4,35
69,464,12,35
70,458,9,35
71,452,10,35
72,442,9,35
73,433,6,35
74,448,2,35
75,446,9,35
76,437,10,35
77,427,7,35
78,420,7,35
79,413,12,35
80,429,4,35
81,425,6,35
82,445,6,35
83,446,7,35
84,442,7,35
85,435,11,35
86,424,7,35
87,417,10,35
88,411,11,35
89,412,8,35
90,410,9,35
91,407,8,35
92,424,6,35
93,422,14,35
94,420,4,35
95,424,2,35
96,424,9,35
97,437,8,35
98,429,3,35
99,441,6,35
100,451,5,35
101,446,9,35
102,451,7,35
103,447,7,35
104,440,6,35
105,434,9,35
106,446,11,35
107,440,7,35
108,452,10,35
109,453,9,35
110,452,9,35
111,446,4,35
112,444,6,35
113,438,4,35
114,434,8,35
115,430,8,35
116,427,10,35
117,417,13,35
118,420,7,35
119,428,10,35
120,428,15,35
0,453,3,36
1,450,5,36
2,448,5,36
3,451,3,36
4,452,4,36
5,472,6,36
6,466,3,36
7,467,3,36
8,464,14,36
9,450,11,36
10,441,7,36
11,456,5,36
12,457,10,36
13,473,6,36
14,470,5,36
15,465,7,36
16,463,8,36
17,455,4,36
18,453,11,36
19,449,11,36
20,466,10,36
21,462,3,36
22,462,4,36
23,458,6,36
24,456,6,36
25,450,5,36
26,445,1,36
27,444,2,36
28,442,6,36
29,436,6,36
30,430,10,36
31,420,6,36
32,414,13,36
33,401,10,36
34,405,9,36
35,421,6,36
36,422,13,36
37,439,10,36
38,435,5,36
39,433,11,36
40,423,4,36
41,419,9,36
42,436,8,36
43,429,7,36
44,431,9,36
45,432,6,36
46,451,7,36
47,449,6,36
48,449,3,36
49,449,3,36
50,450,8,36
51,445,4,36
52,441,7,36
53,444,6,36
54,438,8,36
55,430,4,36
56,426,8,36
57,418,6,36
58,412,3,36
59,409,2,36
60,407,4,36
61,403,7,36
62,396,13,36
63,427,12,36
64,446,8,36
65,444,13,36
66,437,7,36
67,436,4,36
68,438,8,36
69,438,5,36
70,433,8,36
71,425,5,36
72,423,11,36
73,453,6,36
74,454,7,36
75,458,1,36
76,463,6,36
77,479,6,36
78,475,5,36
79,471,3,36
80,468,9,36
81,459,1,36
82,459,9,36
83,450,6,36
84,444,7,36
85,442,8,36
86,435,6,36
87,429,8,36
88,439,9,36
89,445,7,36
90,440,6,36
91,434,3,36
92,452,5,36
93,452,12,36
94,440,7,36
95,442,8,36
96,434,10,36
97,424,13,36
98,414,10,36
99,413,8,36
100,428,7,36
101,429,8,36
102,443,12,36
103,434,6,36
104,443,6,36
105,447,5,36
106,447,9,36
107,442,5,36
108,446,6,36
109,441,5,36
110,441,6,36
111,435,6,36
112,429,9,36
113,420,10,36
114,423,4,36
115,422,12,36
116,411,8,36
117,411,5,36
118,410,8,36
119,406,6,36
120,406,9,36
0,432,13,37
1,430,9,37
2,431,3,37
3,432,7,37
4,432,5,37
5,433,5,37
6,436,6,37
7,437,2,37
8,439,6,37
9,445,3,37
10,442,3,37
11,446,12,37
12,447,9,37
13,444,4,37
14,445,5,37
15,451,0,37
16,451,8,37
17,450,7,37
18,450,3,37
19,449,4,37
20,468,7,37
21,468,2,37
22,489,4,37
23,490,6,37
24,488,2,37
25,490,0,37
26,490,5,37
27,489,2,37
28,487,3,37
29,500,1,37
30,503,4,37
31,507,2,37
32,509,1,37
33,509,1,37
34,509,2,37
35,510,3,37
36,515,2,37
37,515,1,37
38,514,3,37
39,521,3,37
40,518,3,37
41,515,3,37
42,528,5,37
43,524,4,37
44,520,2,37
45,520,4,37
46,516,5,37
47,511,4,37
48,507,3,37
49,510,1,37
50,511,3,37
51,510,3,37
52,508,6,37
53,505,2,37
54,506,6,37
55,504,2,37
56,502,6,37
57,496,2,37
58,494,4,37
59,490,5,37
60,485,10,37
61,479,2,37
62,486,2,37
63,485,3,37
64,501,5,37
65,496,4,37
66,509,5,37
67,504,10,37
68,498,0,37
69,498,5,37
70,493,5,37
71,488,8,37
72,482,14,37
73,478,8,37
74,475,7,37
75,470,6,37
76,467,7,37
77,460,6,37
78,454,3,37
79,451,17,37
80,434,13,37
81,430,14,37
82,429,11,37
83,425,6,37
84,425,2,37
85,444,4,37
86,440,9,37
87,431,9,37
88,422,10,37
89,416,11,37
90,412,9,37
91,408,4,37
92,407,11,37
93,421,9,37
94,417,7,37
95,421,4,37
96,419,11,37
97,432,4,37
98,430,10,37
99,429,8,37
100,435,8,37
101,454,4,37
102,473,4,37
103,473,5,37
104,468,5,37
105,463,8,37
106,455,6,37
107,459,4,37
108,458,4,37
109,454,10,37
110,444,9,37
111,458,15,37
112,449,6,37
113,447,6,37
114,445,13,37
115,432,6,37
116,426,7,37
117,419,8,37
118,411,8,37
119,406,6,37
120,400,10,37
0,437,4,38
1,455,5,38
2,459,4,38
3,461,4,38
4,479,3,38
5,477,4,38
6,479,5,38
7,478,2,38
8,480,5,38
9,482,8,38
10,482,3,38
11,479,6,38
12,473,8,38
13,479,5,38
14,474,6,38
15,470,6,38
16,464,5,38
17,459,2,38
18,457,2,38
19,455,4,38
20,451,3,38
21,448,5,38
22,443,5,38
23,438,4,38
24,434,2,38
25,432,4,38
26,429,2,38
27,427,3,38
28,427,6,38
29,440,3,38
30,443,8,38
31,437,6,38
32,458,4,38
33,455,3,38
34,455,2,38
35,472,6,38
36,467,11,38
37,460,12,38
38,456,0,38
39,460,1,38
40,462,1,38
41,464,3,38
42,461,9,38
43,452,6,38
44,459,4,38
45,462,6,38
46,461,4,38
47,462,4,38
48,465,1,38
49,467,2,38
50,468,1,38
51,468,4,38
52,487,9,38
53,482,6,38
54,477,6,38
55,475,6,38
56,478,3,38
57,483,4,38
58,482,4,38
59,483,0,38
60,499,1,38
61,499,4,38
62,499,3,38
63,499,2,38
64,497,1,38
65,497,2,38
66,495,4,38
67,491,4,38
68,487,1,38
69,486,4,38
70,482,5,38
71,477,4,38
72,473,5,38
73,468,8,38
74,474,5,38
75,474,5,38
76,477,5,38
77,476,6,38
78,473,2,38
79,471,8,38
80,465,5,38
81,460,6,38
82,454,6,38
83,448,6,38
84,458,7,38
85,457,7,38
86,459,1,38
87,479,4,38
88,475,9,38
89,488,6,38
90,490,3,38
91,489,3,38
92,486,6,38
93,480,8,38
94,472,7,38
95,465,8,38
96,457,8,38
97,449,5,38
98,455,8,38
99,451,3,38
100,448,6,38
101,452,1,38
102,470,4,38
103,468,3,38
104,465,1,38
105,464,5,38
106,459,5,38
107,454,7,38
108,447,6,38
109,441,12,38
110,429,16,38
111,423,14,38
112,417,12,38
113,427,13,38
114,422,5,38
115,422,7,38
116,422,4,38
117,436,4,38
118,434,10,38
119,438,8,38
120,430,14,38
0,415,8,39
1,413,4,39
2,411,6,39
3,405,9,39
4,396,6,39
5,399,9,39
6,399,11,39
7,411,7,39
8,407,4,39
9,404,2,39
10,433,7,39
11,429,8,39
12,421,4,39
13,417,5,39
14,412,10,39
15,402,5,39
16,398,10,39
17,417,12,39
18,452,5,39
19,448,5,39
20,449,1,39
21,448,8,39
22,449,6,39
23,443,6,39
24,442,11,39
25,438,7,39
26,431,8,39
27,423,12,39
28,421,6,39
29,442,7,39
30,445,14,39
31,445,5,39
32,444,4,39
33,442,6,39
34,437,4,39
35,436,14,39
36,433,4,39
37,433,3,39
38,443,5,39
39,439,2,39
40,452,6,39
41,446,6,39
42,440,5,39
43,454,5,39
44,456,6,39
45,455,7,39
46,461,5,39
47,459,12,39
48,454,5,39
49,453,4,39
50,453,4,39
51,450,4,39
52,450,3,39
53,448,6,39
54,453,6,39
55,447,3,39
56,447,6,39
57,441,2,39
58,439,2,39
59,437,10,39
60,430,9,39
61,430,3,39
62,470,6,39
63,464,18,39
64,454,9,39
65,446,9,39
66,438,6,39
67,456,8,39
68,455,9,39
69,451,7,39
70,445,3,39
71,443,8,39
72,435,10,39
73,440,4,39
74,452,8,39
75,444,3,39
76,457,6,39
77,451,3,39
78,448,5,39
79,445,3,39
80,460,7,39
81,458,6,39
82,454,7,39
83,447,7,39
84,440,10,39
85,430,5,39
86,426,10,39
87,425,4,39
88,455,7,39
89,456,5,39
90,454,5,39
91,472,7,39
92,471,6,39
93,468,7,39
94,469,4,39
95,473,3,39
96,477,6,39
97,473,6,39
98,475,5,39
99,470,3,39
100,467,9,39
101,463,4,39
102,473,4,39
103,471,5,39
104,466,2,39
105,464,8,39
106,485,3,39
107,486,5,39
108,481,8,39
109,473,10,39
110,483,9,39
111,483,8,39
112,480,8,39
113,479,7,39
114,477,1,39
115,477,4,39
116,473,6,39
117,467,9,39
118,458,7,39
119,451,6,39
120,453,6,39
0,461,12,40
1,449,12,40
2,452,11,40
3,450,10,40
4,440,8,40
5,436,8,40
6,434,10,40
7,424,8,40
8,416,6,40
9,410,8,40
10,402,6,40
11,396,8,40
12,406,13,40
13,402,3,40
14,409,10,40
15,403,4,40
16,399,8,40
17,396,8,40
18,419,8,40
19,436,8,40
20,437,6,40
21,434,6,40
22,432,5,40
23,427,5,40
24,422,7,40
25,419,6,40
26,413,5,40
27,431,7,40
28,430,9,40
29,427,6,40
30,421,8,40
31,421,9,40
32,436,7,40
33,436,8,40
34,435,7,40
35,437,3,40
36,438,8,40
37,441,6,40
38,458,3,40
39,458,6,40
40,452,8,40
41,445,3,40
42,442,8,40
43,434,6,40
44,436,2,40
45,456,3,40
46,460,2,40
47,458,5,40
48,453,3,40
49,450,10,40
50,440,5,40
51,438,7,40
52,439,7,40
53,441,7,40
54,452,5,40
55,464,5,40
56,463,4,40
57,463,3,40
58,460,8,40
59,467,13,40
60,461,9,40
61,462,3,40
62,463,2,40
63,463,5,40
64,462,2,40
65,462,1,40
66,463,4,40
67,461,2,40
68,459,5,40
69,454,9,40
70,445,7,40
71,438,13,40
72,443,6,40
73,445,4,40
74,441,9,40
75,437,4,40
76,435,3,40
77,437,6,40
78,431,8,40
79,423,5,40
80,449,6,40
81,448,8,40
82,451,9,40
83,466,11,40
84,455,6,40
85,449,5,40
86,444,9,40
87,448,7,40
88,444,11,40
89,455,8,40
90,455,5,40
91,450,4,40
92,446,9,40
93,437,5,40
94,432,10,40
95,422,10,40
96,412,8,40
97,404,11,40
98,400,6,40
99,399,12,40
100,418,6,40
101,415,11,40
102,404,8,40
103,415,9,40
104,406,8,40
105,402,14,40
106,401,12,40
107,400,11,40
108,395,9,40
109,416,8,40
110,414,5,40
111,417,11,40
112,417,10,40
113,435,3,40
114,438,4,40
115,434,8,40
116,445,7,40
117,451,5,40
118,451,4,40
119,456,10,40
120,455,5,40
0,391,7,41
1,392,8,41
2,424,5,41
3,440,7,41
4,439,5,41
5,440,7,41
6,433,10,41
7,432,11,41
8,451,10,41
9,450,15,41
10,452,5,41
11,451,6,41
12,445,7,41
13,438,12,41
14,439,5,41
15,440,4,41
16,456,3,41
17,460,8,41
18,458,6,41
19,467,4,41
20,470,12,41
21,465,10,41
22,457,9,41
23,456,11,41
24,447,11,41
25,436,8,41
26,432,10,41
27,422,13,41
28,410,10,41
29,408,5,41
30,406,8,41
31,401,4,41
32,400,7,41
33,398,2,41
34,399,5,41
35,403,4,41
36,402,6,41
37,401,4,41
38,402,2,41
39,402,3,41
40,412,6,41
41,411,4,41
42,438,4,41
43,458,8,41
44,457,3,41
45,459,4,41
46,459,3,41
47,457,4,41
48,453,2,41
49,451,1,41
50,450,8,41
51,442,8,41
52,434,6,41
53,428,9,41
54,424,1,41
55,423,5,41
56,420,6,41
57,414,12,41
58,418,1,41
59,419,6,41
60,413,5,41
61,408,2,41
62,446,13,41
63,441,5,41
64,441,5,41
65,440,6,41
66,434,12,41
67,423,9,41
68,421,5,41
69,422,5,41
70,425,4,41
71,424,6,41
72,420,8,41
73,431,8,41
74,442,6,41
75,440,6,41
76,439,2,41
77,442,2,41
78,445,5,41
79,446,8,41
80,445,7,41
81,442,2,41
82,445,5,41
83,451,3,41
84,454,5,41
85,457,3,41
86,456,3,41
87,453,7,41
88,449,4,41
89,445,6,41
90,441,10,41
91,431,6,41
92,430,6,41
93,446,6,41
94,446,10,41
95,441,7,41
96,438,5,41
97,442,4,41
98,438,7,41
99,438,8,41
100,446,9,41
101,449,9,41
102,449,5,41
103,455,5,41
104,461,3,41
105,461,8,41
106,458,7,41
107,457,6,41
108,457,3,41
109,459,4,41
110,463,6,41
111,464,7,41
112,462,4,41
113,462,5,41
114,457,8,41
115,449,4,41
116,445,3,41
117,455,6,41
118,449,5,41
119,444,8,41
120,436,7,41
0,429,21,42
1,424,5,42
2,424,7,42
3,421,7,42
4,416,5,42
5,431,10,42
6,427,9,42
7,421,6,42
8,415,9,42
9,415,9,42
10,407,7,42
11,405,12,42
12,426,9,42
13,429,8,42
14,426,5,42
15,421,7,42
16,422,3,42
17,435,7,42
18,448,6,42
19,442,8,42
20,434,2,42
21,434,7,42
22,427,9,42
23,418,7,42
24,432,5,42
25,428,10,42
26,425,7,42
27,418,8,42
28,410,9,42
29,401,12,42
30,404,8,42
31,396,8,42
32,388,8,42
33,380,15,42
34,385,17,42
35,389,13,42
36,421,9,42
37,415,12,42
38,413,10,42
39,408,2,42
40,406,12,42
41,421,9,42
42,420,13,42
43,415,13,42
44,413,12,42
45,409,11,42
46,406,9,42
47,405,11,42
48,400,10,42
49,400,9,42
50,400,11,42
51,400,4,42
52,401,6,42
53,402,4,42
54,405,3,42
55,410,5,42
56,408,7,42
57,410,12,42
58,407,8,42
59,412,5,42
60,417,7,42
61,410,3,42
62,413,4,42
63,418,9,42
64,409,8,42
65,401,6,42
66,398,11,42
67,395,7,42
68,393,12,42
69,389,6,42
70,407,9,42
71,406,6,42
72,415,7,42
73,408,6,42
74,425,3,42
75,422,9,42
76,417,9,42
77,413,12,42
78,415,8,42
79,416,10,42
80,412,0,42
81,412,5,42
82,409,12,42
83,413,15,42
84,416,11,42
85,413,8,42
86,411,9,42
87,413,6,42
88,412,3,42
89,416,10,42
90,416,5,42
91,414,4,42
92,420,5,42
93,420,7,42
94,421,3,42
95,420,2,42
96,437,6,42
97,435,2,42
98,439,4,42
99,435,2,42
100,433,12,42
101,421,15,42
102,406,8,42
103,398,6,42
104,392,9,42
105,383,8,42
106,408,12,42
107,419,10,42
108,425,7,42
109,421,11,42
110,415,8,42
111,418,10,42
112,414,6,42
113,412,7,42
114,405,12,42
115,393,6,42
116,412,12,42
117,408,11,42
118,403,11,42
119,402,12,42
120,400,17,42
0,444,6,43
1,455,2,43
2,454,7,43
3,464,1,43
4,485,4,43
5,485,10,43
6,475,4,43
7,471,10,43
8,461,8,43
9,453,8,43
10,447,10,43
11,438,10,43
12,434,14,43
13,436,3,43
14,437,5,43
15,439,5,43
16,434,6,43
17,431,2,43
18,432,3,43
19,453,4,43
20,452,2,43
21,461,3,43
22,461,1,43
23,462,5,43
24,463,7,43
25,461,2,43
26,459,4,43
27,455,0,43
28,459,0,43
29,459,3,43
30,456,6,43
31,450,8,43
32,442,8,43
33,440,5,43
34,436,5,43
35,450,5,43
36,451,1,43
37,454,6,43
38,450,4,43
39,455,4,43
40,452,7,43
41,453,8,43
42,466,6,43
43,469,5,43
44,464,4,43
45,460,8,43
46,452,9,43
47,459,11,43
48,457,12,43
49,451,7,43
50,452,12,43
51,453,6,43
52,451,4,43
53,448,4,43
54,452,7,43
55,450,3,43
56,449,4,43
57,448,4,43
58,444,10,43
59,434,8,43
60,433,5,43
61,447,11,43
62,442,11,43
63,431,7,43
64,424,6,43
65,418,8,43
66,418,9,43
67,419,7,43
68,419,6,43
69,424,8,43
70,423,5,43
71,418,10,43
72,416,4,43
73,427,6,43
74,421,3,43
75,418,6,43
76,412,9,43
77,407,6,43
78,403,7,43
79,404,8,43
80,417,12,43
81,436,7,43
82,429,5,43
83,427,5,43
84,423,14,43
85,420,10,43
86,433,8,43
87,431,7,43
88,424,6,43
89,418,3,43
90,415,6,43
91,413,11,43
92,424,7,43
93,455,8,43
94,454,10,43
95,444,2,43
96,445,9,43
97,447,6,43
98,446,5,43
99,441,6,43
100,438,2,43
101,436,14,43
102,452,16,43
103,443,4,43
104,445,9,43
105,436,7,43
106,429,5,43
107,426,6,43
108,426,10,43
109,426,5,43
110,455,12,43
111,443,8,43
112,435,8,43
113,434,24,43
114,410,7,43
115,403,8,43
116,395,11,43
117,392,13,43
118,382,15,43
119,387,11,43
120,386,15,43
0,429,2,44
1,429,5,44
2,428,4,44
3,430,3,44
4,432,8,44
5,430,5,44
6,426,2,44
7,424,5,44
8,419,4,44
9,420,7,44
10,422,4,44
11,424,9,44
12,433,4,44
13,431,5,44
14,426,8,44
15,418,5,44
16,413,8,44
17,405,9,44
18,400,7,44
19,415,8,44
20,407,6,44
21,405,8,44
22,402,8,44
23,394,10,44
24,408,7,44
25,424,8,44
26,441,9,44
27,438,7,44
28,438,7,44
29,439,9,44
30,430,8,44
31,445,11,44
32,441,12,44
33,429,15,44
34,419,8,44
