Month,Total number of employees,Number of employees that left,Run
93,472,1,29
94,471,2,29
95,469,5,29
96,464,5,29
97,459,8,29
98,451,3,29
99,448,4,29
100,444,12,29
101,432,4,29
102,428,6,29
103,422,4,29
104,418,5,29
105,413,6,29
106,407,3,29
107,404,14,29
108,407,5,29
109,417,5,29
110,412,2,29
111,410,11,29
112,412,7,29
113,406,3,29
114,403,7,29
115,399,3,29
116,411,3,29
117,420,6,29
118,418,5,29
119,426,3,29
120,433,5,29
0,445,1,30
1,445,4,30
2,441,8,30
3,433,2,30
4,431,3,30
5,430,3,30
6,449,3,30
7,446,1,30
8,447,2,30
9,445,3,30
10,463,1,30
11,462,1,30
12,461,2,30
13,459,1,30
14,458,3,30
15,455,5,30
16,450,6,30
17,444,11,30
18,450,4,30
19,452,3,30
20,452,1,30
21,451,1,30
22,453,2,30
23,466,2,30
24,471,2,30
25,469,3,30
26,466,3,30
27,463,2,30
28,466,2,30
29,465,0,30
30,465,4,30
31,471,2,30
32,469,5,30
33,464,1,30
34,463,1,30
35,479,5,30
36,478,2,30
37,477,4,30
38,475,1,30
39,474,6,30
40,468,3,30
41,467,3,30
42,465,3,30
43,463,8,30
44,459,5,30
45,454,2,30
46,471,7,30
47,464,7,30
48,457,4,30
49,453,3,30
50,450,11,30
51,446,9,30
52,446,4,30
53,464,7,30
54,463,2,30
55,461,7,30
56,454,6,30
57,448,1,30
58,447,9,30
59,442,8,30
60,434,4,30
61,435,4,30
62,439,4,30
63,437,0,30
64,438,4,30
65,435,1,30
66,435,3,30
67,433,4,30
68,432,4,30
69,431,3,30
70,434,0,30
71,443,4,30
72,455,2,30
73,455,2,30
74,453,1,30
75,453,1,30
76,452,1,30
77,451,1,30
78,450,2,30
79,448,3,30
80,462,5,30
81,457,6,30
82,451,3,30
83,448,3,30
84,461,4,30
85,458,6,30
86,456,2,30
87,455,3,30
88,455,4,30
89,461,1,30
90,462,0,30
91,462,2,30
92,460,1,30
93,459,5,30
94,454,2,30
95,452,0,30
96,452,2,30
97,450,4,30
98,446,6,30
99,440,7,30
100,439,4,30
101,440,4,30
102,442,4,30
103,443,4,30
104,439,4,30
105,435,5,30
106,430,2,30
107,428,0,30
108,443,2,30
109,442,7,30
110,442,7,30
111,455,2,30
112,455,5,30
113,450,7,30
114,446,8,30
115,448,4,30
116,447,4,30
117,450,0,30
118,462,2,30
119,462,2,30
120,464,2,30
0,478,3,31
1,475,1,31
2,474,2,31
3,472,3,31
4,469,1,31
5,468,0,31
6,468,4,31
7,464,7,31
8,461,3,31
9,460,1,31
10,460,1,31
11,469,1,31
12,470,1,31
13,471,1,31
14,473,2,31
15,471,1,31
16,480,2,31
17,478,1,31
18,477,1,31
19,492,1,31
20,492,2,31
21,490,0,31
22,490,2,31
23,488,2,31
24,486,0,31
25,486,0,31
26,489,0,31
27,489,1,31
28,488,0,31
29,488,1,31
30,487,2,31
31,485,2,31
32,483,6,31
33,480,0,31
34,480,1,31
35,499,5,31
36,499,0,31
37,500,1,31
38,499,1,31
39,499,1,31
40,500,0,31
41,500,2,31
42,498,2,31
43,496,1,31
44,495,2,31
45,493,2,31
46,491,2,31
47,489,5,31
48,484,3,31
49,481,3,31
50,480,5,31
51,475,2,31
52,476,2,31
53,474,13,31
54,461,4,31
55,461,2,31
56,459,6,31
57,453,4,31
58,449,7,31
59,442,8,31
60,434,7,31
61,427,8,31
62,423,6,31
63,448,11,31
64,449,5,31
65,447,2,31
66,445,4,31
67,454,3,31
68,451,7,31
69,467,3,31
70,464,5,31
71,459,7,31
72,460,7,31
73,453,6,31
74,447,6,31
75,444,8,31
76,439,6,31
77,433,2,31
78,431,6,31
79,425,5,31
80,431,2,31
81,429,1,31
82,428,5,31
83,423,4,31
84,435,9,31
85,435,2,31
86,435,4,31
87,447,5,31
88,445,4,31
89,445,6,31
90,443,4,31
91,441,1,31
92,440,5,31
93,435,3,31
94,451,2,31
95,450,7,31
96,465,2,31
97,471,4,31
98,467,1,31
99,466,3,31
100,463,1,31
101,462,1,31
102,475,1,31
103,474,1,31
104,473,0,31
105,473,3,31
106,470,3,31
107,467,4,31
108,463,1,31
109,463,0,31
110,463,2,31
111,461,4,31
112,457,3,31
113,454,3,31
114,451,6,31
115,445,6,31
116,455,0,31
117,455,7,31
118,448,6,31
119,445,9,31
120,441,6,31
0,452,0,32
1,452,4,32
2,458,5,32
3,453,3,32
4,450,4,32
5,446,4,32
6,446,7,32
7,451,3,32
8,448,8,32
9,440,9,32
10,436,4,32
11,448,2,32
12,465,6,32
13,461,5,32
14,459,9,32
15,457,4,32
16,458,1,32
17,459,3,32
18,476,3,32
19,474,2,32
20,472,3,32
21,470,2,32
22,474,4,32
23,488,4,32
24,484,2,32
25,487,1,32
26,486,0,32
27,486,1,32
28,485,0,32
29,485,4,32
30,481,5,32
31,476,3,32
32,473,1,32
33,472,6,32
34,466,6,32
35,460,7,32
36,453,9,32
37,444,8,32
38,436,7,32
39,445,7,32
40,438,9,32
41,429,10,32
42,419,10,32
43,430,7,32
44,433,2,32
45,445,7,32
46,443,1,32
47,442,7,32
48,435,6,32
49,429,4,32
50,425,5,32
51,420,5,32
52,415,3,32
53,412,5,32
54,427,6,32
55,436,4,32
56,435,3,32
57,445,4,32
58,444,0,32
59,444,3,32
60,443,2,32
61,444,6,32
62,438,3,32
63,471,1,32
64,473,2,32
65,471,2,32
66,469,1,32
67,468,2,32
68,468,0,32
69,487,3,32
70,484,3,32
71,481,1,32
72,480,3,32
73,482,4,32
74,478,5,32
75,473,4,32
76,491,4,32
77,487,5,32
78,500,4,32
79,500,4,32
80,498,1,32
81,497,0,32
82,497,1,32
83,496,2,32
84,494,2,32
85,492,3,32
86,496,3,32
87,497,1,32
88,497,1,32
89,497,4,32
90,497,1,32
91,497,1,32
92,498,2,32
93,496,0,32
94,496,1,32
95,501,1,32
96,503,3,32
97,500,1,32
98,499,2,32
99,497,0,32
100,497,2,32
101,495,4,32
102,491,2,32
103,489,3,32
104,486,6,32
105,480,2,32
106,479,9,32
107,476,4,32
108,475,1,32
109,476,3,32
110,487,4,32
111,487,2,32
112,486,1,32
113,485,0,32
114,485,1,32
115,490,3,32
116,489,2,32
117,507,2,32
118,514,3,32
119,511,2,32
120,509,0,32
0,481,4,33
1,477,3,33
2,488,5,33
3,485,1,33
4,485,2,33
5,486,3,33
6,484,3,33
7,481,0,33
8,483,4,33
9,479,2,33
10,480,1,33
11,480,1,33
12,480,1,33
13,480,1,33
14,481,0,33
15,481,2,33
16,487,1,33
17,486,1,33
18,485,1,33
19,484,2,33
20,482,6,33
21,476,1,33
22,475,3,33
23,472,2,33
24,470,3,33
25,467,3,33
26,464,3,33
27,461,3,33
28,458,4,33
29,454,3,33
30,451,7,33
31,464,9,33
32,461,9,33
33,453,9,33
34,444,10,33
35,434,8,33
36,426,10,33
37,424,8,33
38,423,4,33
39,443,3,33
40,443,3,33
41,440,5,33
42,435,3,33
43,432,2,33
44,430,1,33
45,429,1,33
46,437,3,33
47,440,2,33
48,451,0,33
49,451,1,33
50,450,1,33
51,451,2,33
52,462,2,33
53,463,0,33
54,463,0,33
55,463,2,33
56,461,4,33
57,457,2,33
58,455,3,33
59,452,0,33
60,454,1,33
61,453,1,33
62,454,1,33
63,453,2,33
64,454,2,33
65,456,1,33
66,456,2,33
67,454,1,33
68,453,5,33
69,461,3,33
70,461,2,33
71,460,2,33
72,461,0,33
73,461,0,33
74,461,1,33
75,460,1,33
76,459,1,33
77,460,2,33
78,475,4,33
79,485,1,33
80,484,4,33
81,480,2,33
82,478,7,33
83,471,2,33
84,469,0,33
85,469,3,33
86,466,3,33
87,478,1,33
88,479,4,33
89,478,2,33
90,479,4,33
91,479,0,33
92,484,3,33
93,481,2,33
94,481,2,33
95,479,3,33
96,476,3,33
97,473,5,33
98,472,3,33
99,472,5,33
100,470,0,33
101,470,4,33
102,466,3,33
103,463,6,33
104,457,3,33
105,454,4,33
106,450,6,33
107,444,2,33
108,442,3,33
109,439,9,33
110,430,6,33
111,424,12,33
112,431,9,33
113,428,9,33
114,425,5,33
115,439,4,33
116,439,0,33
117,439,6,33
118,433,5,33
119,428,3,33
120,437,5,33
0,452,2,34
1,456,4,34
2,458,6,34
3,456,4,34
4,454,5,34
5,451,4,34
6,447,3,34
7,444,2,34
8,442,7,34
9,435,1,34
10,434,5,34
11,429,5,34
12,424,4,34
13,420,6,34
14,415,4,34
15,417,5,34
16,417,2,34
17,446,0,34
18,446,3,34
19,443,1,34
20,442,5,34
21,437,6,34
22,435,3,34
23,440,8,34
24,439,5,34
25,438,1,34
26,438,10,34
27,428,7,34
28,421,11,34
29,410,10,34
30,400,7,34
31,397,7,34
32,393,5,34
33,412,5,34
34,432,4,34
35,432,4,34
36,436,1,34
37,435,2,34
38,436,2,34
39,452,2,34
40,452,1,34
41,453,1,34
42,453,1,34
43,454,2,34
44,454,2,34
45,452,5,34
46,467,5,34
47,470,8,34
48,462,9,34
49,453,10,34
50,450,7,34
51,449,11,34
52,442,5,34
53,442,3,34
54,439,5,34
55,434,8,34
56,426,9,34
57,426,4,34
58,424,4,34
59,424,4,34
60,445,5,34
61,441,1,34
62,441,3,34
63,438,4,34
64,436,3,34
65,433,4,34
66,429,0,34
67,429,7,34
68,422,7,34
69,430,4,34
70,447,2,34
71,449,3,34
72,450,2,34
73,448,4,34
74,465,7,34
75,462,1,34
76,461,5,34
77,456,3,34
78,453,2,34
79,453,4,34
80,455,2,34
81,454,2,34
82,487,4,34
83,486,2,34
84,484,5,34
85,479,1,34
86,478,3,34
87,475,5,34
88,470,2,34
89,471,3,34
90,473,4,34
91,472,6,34
92,470,4,34
93,479,2,34
94,479,2,34
95,477,2,34
96,476,0,34
97,476,2,34
98,474,0,34
99,474,1,34
100,473,0,34
101,474,2,34
102,474,2,34
103,474,2,34
104,485,1,34
105,484,2,34
106,500,2,34
107,500,1,34
108,499,5,34
109,497,2,34
110,498,2,34
111,501,1,34
112,501,1,34
113,501,1,34
114,500,5,34
115,495,0,34
116,495,1,34
117,513,1,34
118,512,1,34
119,511,0,34
120,511,0,34
0,475,0,35
1,487,1,35
2,486,0,35
3,486,2,35
4,484,3,35
5,498,1,35
6,497,1,35
7,496,1,35
8,495,1,35
9,494,2,35
10,492,0,35
11,499,1,35
12,499,1,35
13,498,0,35
14,498,1,35
15,497,3,35
16,494,0,35
17,494,1,35
18,494,3,35
19,494,0,35
20,495,2,35
21,495,1,35
22,494,3,35
23,494,1,35
24,493,1,35
25,501,1,35
26,500,2,35
27,498,1,35
28,497,2,35
29,495,1,35
30,494,0,35
31,494,4,35
32,501,1,35
33,501,1,35
34,501,3,35
35,500,0,35
36,503,0,35
37,503,2,35
38,501,1,35
39,500,2,35
40,498,2,35
41,496,9,35
42,487,4,35
43,483,3,35
44,480,1,35
45,479,2,35
46,477,2,35
47,475,6,35
48,469,4,35
49,465,7,35
50,458,3,35
51,455,4,35
52,451,0,35
53,471,4,35
54,477,1,35
55,477,1,35
56,478,1,35
57,477,2,35
58,476,2,35
59,474,1,35
60,473,0,35
61,474,0,35
62,474,3,35
63,471,3,35
64,468,4,35
65,464,2,35
66,469,1,35
67,478,1,35
68,477,4,35
69,473,3,35
70,471,1,35
71,470,1,35
72,469,2,35
73,469,3,35
74,467,2,35
75,467,2,35
76,481,2,35
77,479,1,35
78,479,3,35
79,481,1,35
80,482,3,35
81,482,0,35
82,483,0,35
83,485,0,35
84,486,3,35
85,483,1,35
86,482,1,35
87,481,3,35
88,478,0,35
89,483,2,35
90,496,1,35
91,496,1,35
92,497,1,35
93,496,0,35
94,496,7,35
95,489,7,35
96,482,3,35
97,487,1,35
98,487,2,35
99,488,1,35
100,487,5,35
101,482,0,35
102,489,3,35
103,486,0,35
104,486,0,35
105,486,1,35
106,485,3,35
107,482,4,35
108,478,3,35
109,480,1,35
110,481,2,35
111,479,1,35
112,478,3,35
113,475,2,35
114,473,4,35
115,469,1,35
116,468,2,35
117,469,1,35
118,468,4,35
119,469,4,35
120,501,0,35
0,466,2,36
1,466,2,36
2,480,0,36
3,481,1,36
4,480,3,36
5,479,1,36
6,479,1,36
7,484,1,36
8,483,1,36
9,482,4,36
10,478,4,36
11,475,7,36
12,468,8,36
13,460,7,36
14,453,5,36
15,448,8,36
16,440,5,36
17,437,5,36
18,437,3,36
19,436,3,36
20,452,3,36
21,451,1,36
22,451,5,36
23,455,3,36
24,454,3,36
25,452,2,36
26,464,2,36
27,462,4,36
28,458,1,36
29,457,4,36
30,459,4,36
31,455,2,36
32,496,1,36
33,495,4,36
34,491,2,36
35,489,3,36
36,486,6,36
37,480,15,36
38,472,5,36
39,472,5,36
40,471,7,36
41,464,6,36
42,463,6,36
43,457,6,36
44,451,10,36
45,443,3,36
46,442,4,36
47,438,4,36
48,436,9,36
49,434,8,36
50,432,7,36
51,448,8,36
52,443,6,36
53,441,5,36
54,442,7,36
55,443,7,36
56,439,1,36
57,439,4,36
58,439,4,36
59,439,1,36
60,438,4,36
61,434,2,36
62,432,6,36
63,426,3,36
64,427,2,36
65,429,3,36
66,435,2,36
67,433,1,36
68,432,4,36
69,434,2,36
70,432,0,36
71,432,6,36
72,441,0,36
73,441,0,36
74,443,6,36
75,437,1,36
76,445,1,36
77,446,4,36
78,445,3,36
79,442,1,36
80,441,2,36
81,439,4,36
82,435,3,36
83,437,2,36
84,438,2,36
85,436,0,36
86,451,1,36
87,466,2,36
88,464,1,36
89,464,4,36
90,462,0,36
91,462,3,36
92,459,5,36
93,454,1,36
94,453,6,36
95,447,6,36
96,442,6,36
97,436,10,36
98,426,7,36
99,420,4,36
100,416,6,36
101,426,2,36
102,424,7,36
103,417,5,36
104,412,11,36
105,420,9,36
106,419,10,36
107,419,5,36
108,414,7,36
109,407,7,36
110,401,6,36
111,395,12,36
112,387,7,36
113,412,8,36
114,411,7,36
115,423,8,36
116,422,6,36
117,420,6,36
118,424,7,36
119,422,4,36
120,425,1,36
0,478,0,37
1,478,1,37
2,477,2,37
3,475,1,37
4,478,0,37
5,479,3,37
6,476,4,37
7,475,3,37
8,477,2,37
9,478,0,37
10,478,3,37
11,477,1,37
12,476,2,37
13,480,0,37
14,480,2,37
15,479,1,37
16,479,1,37
17,478,2,37
18,476,1,37
19,475,2,37
20,473,6,37
21,467,5,37
22,462,4,37
23,463,3,37
24,460,5,37
25,455,10,37
26,454,5,37
27,451,2,37
28,449,7,37
29,442,4,37
30,438,3,37
31,435,3,37
32,456,4,37
33,453,5,37
34,465,5,37
35,460,5,37
36,455,1,37
37,455,7,37
38,448,7,37
39,461,3,37
40,475,3,37
41,475,2,37
42,473,3,37
43,470,2,37
44,468,2,37
45,470,3,37
46,467,7,37
47,460,5,37
48,455,0,37
49,455,3,37
50,452,3,37
51,449,4,37
52,447,5,37
53,445,1,37
54,465,1,37
55,465,4,37
56,465,3,37
57,484,3,37
58,483,3,37
59,481,2,37
60,482,3,37
61,479,2,37
62,477,4,37
63,473,3,37
64,470,4,37
65,480,6,37
66,478,2,37
67,476,2,37
68,476,0,37
69,476,4,37
70,479,2,37
71,481,0,37
72,481,1,37
73,480,3,37
74,477,0,37
75,477,0,37
76,477,1,37
77,476,3,37
78,473,1,37
79,472,2,37
80,470,6,37
81,464,2,37
82,463,1,37
83,462,2,37
84,460,3,37
85,457,0,37
86,457,0,37
87,457,1,37
88,456,1,37
89,455,1,37
90,454,0,37
91,464,2,37
92,462,1,37
93,461,2,37
94,459,2,37
95,457,1,37
96,456,1,37
97,455,0,37
98,455,1,37
99,454,2,37
100,452,2,37
101,450,2,37
102,485,2,37
103,486,1,37
104,486,2,37
105,484,1,37
106,483,1,37
107,482,0,37
108,482,5,37
109,477,6,37
110,471,2,37
111,469,1,37
112,468,4,37
113,464,8,37
114,456,4,37
115,452,6,37
116,446,1,37
117,445,4,37
118,441,4,37
119,437,8,37
120,429,10,37
0,480,2,38
1,480,4,38
2,477,1,38
3,483,1,38
4,482,4,38
5,478,4,38
6,474,0,38
7,474,1,38
8,473,3,38
9,470,3,38
10,467,2,38
11,465,0,38
12,465,4,38
13,461,3,38
14,458,0,38
15,458,0,38
16,458,4,38
17,454,7,38
18,447,1,38
19,446,5,38
20,459,2,38
21,458,0,38
22,458,1,38
23,475,1,38
24,475,0,38
25,476,0,38
26,476,0,38
27,477,0,38
28,477,1,38
29,476,1,38
30,475,0,38
31,475,1,38
32,474,2,38
33,472,3,38
34,469,2,38
35,474,3,38
36,471,5,38
37,466,2,38
38,464,1,38
39,475,1,38
40,492,2,38
41,493,2,38
42,492,2,38
43,492,2,38
44,490,2,38
45,488,4,38
46,484,5,38
47,479,3,38
48,478,4,38
49,490,0,38
50,499,4,38
51,499,0,38
52,499,4,38
53,497,5,38
54,492,1,38
55,491,3,38
56,488,3,38
57,485,1,38
58,484,2,38
59,483,4,38
60,479,3,38
61,476,5,38
62,471,0,38
63,471,3,38
64,468,1,38
65,467,6,38
66,461,7,38
67,454,5,38
68,457,5,38
69,457,0,38
70,457,1,38
71,467,1,38
72,467,1,38
73,466,2,38
74,464,0,38
75,464,0,38
76,479,1,38
77,479,0,38
78,479,3,38
79,479,2,38
80,477,0,38
81,477,1,38
82,476,3,38
83,491,0,38
84,491,1,38
85,490,3,38
86,487,0,38
87,487,1,38
88,486,2,38
89,484,0,38
90,484,3,38
91,481,4,38
92,477,1,38
93,478,1,38
94,477,0,38
95,477,1,38
96,476,2,38
97,474,2,38
98,472,1,38
99,471,2,38
100,469,2,38
101,467,3,38
102,464,1,38
103,463,2,38
104,461,2,38
105,459,1,38
106,458,3,38
107,455,0,38
108,455,3,38
109,452,2,38
110,450,5,38
111,445,4,38
112,441,4,38
113,437,7,38
114,434,6,38
115,455,4,38
116,454,6,38
117,448,8,38
118,476,3,38
119,475,5,38
120,470,9,38
0,465,2,39
1,485,2,39
2,486,2,39
3,486,2,39
4,486,0,39
5,486,5,39
6,481,3,39
7,478,3,39
8,475,2,39
9,473,5,39
10,468,5,39
11,463,4,39
12,459,1,39
13,460,2,39
14,459,4,39
15,460,2,39
16,458,1,39
17,470,3,39
18,487,2,39
19,488,3,39
20,489,1,39
21,489,3,39
22,489,2,39
23,487,2,39
24,485,1,39
25,484,4,39
26,496,1,39
27,495,1,39
28,494,3,39
29,491,5,39
30,486,3,39
31,483,8,39
32,475,5,39
33,470,1,39
34,470,4,39
35,467,3,39
36,466,1,39
37,466,1,39
38,466,0,39
39,466,2,39
40,479,0,39
41,480,2,39
42,478,0,39
43,478,2,39
44,476,2,39
45,476,2,39
46,474,2,39
47,472,1,39
48,481,5,39
49,482,2,39
50,486,3,39
51,486,3,39
52,485,0,39
53,485,0,39
54,485,3,39
55,482,3,39
56,479,1,39
57,478,1,39
58,477,1,39
59,476,2,39
60,474,3,39
61,487,4,39
62,488,6,39
63,482,3,39
64,479,5,39
65,474,3,39
66,471,2,39
67,469,3,39
68,466,4,39
69,462,3,39
70,459,1,39
71,458,5,39
72,453,2,39
73,451,2,39
74,458,2,39
75,465,0,39
76,483,0,39
77,484,1,39
78,483,0,39
79,483,2,39
80,481,5,39
81,476,4,39
82,483,1,39
83,482,6,39
84,481,4,39
85,477,4,39
86,480,3,39
87,477,1,39
88,476,4,39
89,472,1,39
90,475,4,39
91,474,3,39
92,474,1,39
93,475,3,39
94,475,3,39
95,475,3,39
96,474,3,39
97,473,0,39
98,474,0,39
99,474,1,39
100,473,2,39
101,471,1,39
102,470,2,39
103,468,5,39
104,463,0,39
105,463,3,39
106,460,1,39
107,459,1,39
108,459,3,39
109,459,1,39
110,458,0,39
111,458,1,39
112,457,0,39
113,457,2,39
114,455,3,39
115,452,4,39
116,450,2,39
117,448,3,39
118,445,3,39
119,442,2,39
120,440,5,39
0,500,0,40
1,500,1,40
2,499,4,40
3,495,2,40
4,493,3,40
5,490,2,40
6,488,2,40
7,486,1,40
8,485,3,40
9,482,3,40
10,483,2,40
11,481,2,40
12,482,3,40
13,480,0,40
14,480,3,40
15,481,1,40
16,481,3,40
17,481,0,40
18,481,0,40
19,481,1,40
20,480,1,40
21,499,1,40
22,498,2,40
23,496,1,40
24,495,0,40
25,495,3,40
26,499,1,40
27,500,2,40
28,498,3,40
29,495,0,40
30,495,2,40
31,493,0,40
32,493,2,40
33,491,0,40
34,491,1,40
35,490,3,40
36,487,3,40
37,484,4,40
38,480,3,40
39,477,4,40
40,473,2,40
41,471,0,40
42,471,3,40
43,484,0,40
44,484,1,40
45,483,3,40
46,480,2,40
47,478,1,40
48,488,2,40
49,488,2,40
50,489,2,40
51,488,0,40
52,488,4,40
53,484,3,40
54,482,0,40
55,482,3,40
56,479,1,40
57,478,0,40
58,478,1,40
59,477,0,40
60,478,0,40
61,478,2,40
62,476,4,40
63,472,2,40
64,470,7,40
65,463,1,40
66,462,4,40
67,458,2,40
68,456,6,40
69,450,3,40
70,464,3,40
71,462,6,40
72,456,3,40
73,466,2,40
74,465,2,40
75,466,6,40
76,464,3,40
77,461,3,40
78,458,2,40
79,456,3,40
80,453,5,40
81,466,6,40
82,464,1,40
83,463,4,40
84,459,1,40
85,458,8,40
86,450,11,40
87,452,7,40
88,460,3,40
89,457,6,40
90,455,6,40
91,449,4,40
92,445,4,40
93,441,11,40
94,431,4,40
95,440,4,40
96,436,6,40
97,430,5,40
98,433,6,40
99,429,2,40
100,449,6,40
101,461,3,40
102,462,4,40
103,460,4,40
104,458,3,40
105,459,2,40
106,457,4,40
107,453,6,40
108,447,3,40
109,444,8,40
110,436,2,40
111,434,5,40
112,429,4,40
113,427,5,40
114,447,3,40
115,447,1,40
116,446,3,40
117,443,3,40
118,440,4,40
119,467,1,40
120,466,7,40
0,458,5,41
1,455,7,41
2,448,4,41
3,444,2,41
4,442,0,41
5,442,7,41
6,436,6,41
7,435,4,41
8,434,4,41
9,455,1,41
10,454,2,41
11,453,2,41
12,467,0,41
13,467,7,41
14,463,6,41
15,464,2,41
16,464,3,41
17,478,1,41
18,495,1,41
19,496,0,41
20,497,3,41
21,497,2,41
22,495,3,41
23,492,1,41
24,491,2,41
25,489,2,41
26,487,1,41
27,486,1,41
28,485,5,41
29,480,2,41
30,478,2,41
31,476,6,41
32,470,4,41
33,466,0,41
34,482,4,41
35,481,7,41
36,474,2,41
37,492,7,41
38,491,8,41
39,489,5,41
40,488,2,41
41,487,2,41
42,485,6,41
43,479,4,41
44,475,1,41
45,474,2,41
46,472,3,41
47,470,8,41
48,462,3,41
49,459,5,41
50,454,10,41
51,444,7,41
52,452,8,41
53,444,7,41
54,437,3,41
55,434,4,41
56,430,13,41
57,425,10,41
58,421,8,41
59,413,2,41
60,428,5,41
61,434,2,41
62,436,4,41
63,448,4,41
64,448,0,41
65,448,3,41
66,449,2,41
67,447,4,41
68,443,6,41
69,437,4,41
70,439,2,41
71,445,5,41
72,443,7,41
73,442,1,41
74,443,1,41
75,444,2,41
76,442,4,41
77,438,5,41
78,433,2,41
79,434,3,41
80,431,8,41
81,456,8,41
82,458,7,41
83,453,3,41
84,453,4,41
85,474,3,41
86,475,1,41
87,474,5,41
88,469,5,41
89,464,2,41
90,462,7,41
91,455,4,41
92,451,3,41
93,448,6,41
94,442,3,41
95,439,1,41
96,438,2,41
97,436,6,41
98,430,8,41
99,425,2,41
100,425,3,41
101,422,4,41
102,435,0,41
103,454,4,41
104,453,1,41
105,468,1,41
106,467,1,41
107,485,3,41
108,482,1,41
109,481,0,41
110,481,2,41
111,479,10,41
112,479,2,41
113,477,4,41
114,475,2,41
115,473,1,41
116,472,3,41
117,469,4,41
118,465,3,41
119,462,4,41
120,458,6,41
0,470,2,42
1,470,6,42
2,467,5,42
3,464,1,42
4,463,3,42
5,460,3,42
6,457,6,42
7,451,3,42
8,448,6,42
9,442,8,42
10,436,4,42
11,434,8,42
12,437,9,42
13,428,8,42
14,434,7,42
15,434,6,42
16,461,1,42
17,464,1,42
18,463,4,42
19,463,2,42
20,463,5,42
21,474,4,42
22,473,1,42
23,472,1,42
24,471,5,42
25,466,5,42
26,461,3,42
27,458,3,42
28,466,1,42
29,466,1,42
30,467,2,42
31,482,3,42
32,479,6,42
33,473,5,42
34,468,3,42
35,465,4,42
36,461,1,42
37,460,6,42
38,469,4,42
39,467,4,42
40,467,1,42
41,468,2,42
42,466,2,42
43,464,1,42
44,472,4,42
45,468,1,42
46,467,0,42
47,467,1,42
48,466,3,42
49,463,3,42
50,464,2,42
51,463,3,42
52,463,0,42
53,477,1,42
54,476,2,42
55,475,0,42
56,475,2,42
57,473,1,42
58,472,2,42
59,476,2,42
60,476,0,42
61,476,4,42
62,476,2,42
63,476,1,42
64,475,0,42
65,475,2,42
66,478,1,42
67,479,1,42
68,479,1,42
69,480,2,42
70,480,3,42
71,478,0,42
72,478,4,42
73,474,3,42
74,471,5,42
75,466,6,42
76,460,6,42
77,454,8,42
78,452,7,42
79,448,2,42
80,463,2,42
81,461,2,42
82,466,3,42
83,465,2,42
84,465,0,42
85,465,0,42
86,465,1,42
87,476,1,42
88,477,1,42
89,477,3,42
90,477,0,42
91,478,2,42
92,477,0,42
93,478,0,42
94,479,1,42
95,480,1,42
96,479,2,42
97,477,2,42
98,482,3,42
99,481,0,42
100,481,0,42
101,481,4,42
102,477,2,42
103,478,3,42
104,475,3,42
105,472,4,42
106,477,1,42
107,478,1,42
108,479,2,42
109,482,2,42
110,482,2,42
111,480,5,42
112,482,4,42
113,481,2,42
114,488,2,42
115,486,1,42
116,485,3,42
117,482,2,42
118,485,3,42
119,492,0,42
120,492,1,42
0,473,0,43
1,473,4,43
2,469,3,43
3,467,2,43
4,465,1,43
5,476,1,43
6,475,4,43
7,471,1,43
8,470,2,43
9,468,1,43
10,467,6,43
11,461,3,43
12,458,6,43
13,452,5,43
14,447,5,43
15,464,2,43
16,462,3,43
17,459,4,43
18,455,3,43
19,454,0,43
20,454,1,43
21,454,0,43
22,454,2,43
23,452,3,43
24,449,1,43
25,476,9,43
26,467,4,43
27,463,3,43
28,460,5,43
29,495,1,43
30,494,4,43
31,490,3,43
32,500,6,43
33,499,7,43
34,496,1,43
35,495,5,43
36,495,3,43
37,496,1,43
38,496,2,43
39,495,1,43
40,496,0,43
41,496,4,43
42,492,4,43
43,493,0,43
44,493,1,43
45,492,2,43
46,490,3,43
47,487,3,43
48,484,1,43
49,483,2,43
50,483,4,43
51,498,4,43
52,496,5,43
53,499,1,43
54,498,1,43
55,498,3,43
56,495,4,43
57,491,3,43
58,488,1,43
59,505,5,43
60,502,2,43
61,503,1,43
62,502,2,43
63,501,2,43
64,499,1,43
65,498,3,43
66,495,0,43
67,495,3,43
68,492,0,43
69,492,2,43
70,497,1,43
71,496,2,43
72,497,2,43
73,496,1,43
74,495,3,43
75,492,0,43
76,492,1,43
77,491,2,43
78,489,0,43
79,489,0,43
80,489,5,43
81,484,0,43
82,484,0,43
83,484,1,43
84,483,2,43
85,481,1,43
86,480,3,43
87,479,0,43
88,479,2,43
89,477,2,43
90,484,1,43
91,485,1,43
92,484,2,43
93,500,1,43
94,499,3,43
95,498,0,43
96,498,3,43
97,495,3,43
98,492,0,43
99,492,2,43
100,490,2,43
101,488,1,43
102,487,4,43
103,483,2,43
104,484,3,43
105,481,0,43
106,481,4,43
107,477,3,43
108,474,1,43
109,473,6,43
110,467,2,43
111,486,2,43
112,486,3,43
113,483,3,43
114,480,4,43
115,476,3,43
116,473,2,43
117,471,3,43
118,473,2,43
119,476,3,43
120,473,2,43
0,451,2,44
1,449,5,44
2,444,9,44
3,435,9,44
4,426,5,44
5,421,8,44
6,413,4,44
7,409,3,44
8,406,5,44
9,401,4,44
10,399,4,44
11,408,8,44
12,435,6,44
13,435,5,44
14,435,5,44
15,434,2,44
16,436,2,44
17,436,3,44
18,439,3,44
19,436,4,44
20,432,3,44
21,430,0,44
22,430,2,44
23,428,1,44
24,430,1,44
