Month,Total number of employees,Number of employees that left,Run
40,453,7,15
41,446,10,15
42,436,9,15
43,427,5,15
44,423,3,15
45,422,6,15
46,431,5,15
47,447,2,15
48,447,0,15
49,448,1,15
50,449,3,15
51,469,1,15
52,470,1,15
53,471,2,15
54,469,1,15
55,468,5,15
56,466,5,15
57,468,4,15
58,470,1,15
59,469,5,15
60,465,2,15
61,463,3,15
62,460,9,15
63,451,1,15
64,464,3,15
65,464,6,15
66,458,1,15
67,457,7,15
68,457,2,15
69,457,2,15
70,455,2,15
71,463,3,15
72,475,5,15
73,474,1,15
74,473,4,15
75,472,2,15
76,472,3,15
77,472,3,15
78,473,0,15
79,474,0,15
80,474,0,15
81,475,1,15
82,475,2,15
83,473,0,15
84,473,2,15
85,471,3,15
86,468,2,15
87,466,3,15
88,463,3,15
89,460,2,15
90,458,3,15
91,455,4,15
92,451,2,15
93,449,0,15
94,449,3,15
95,446,3,15
96,447,2,15
97,459,3,15
98,456,0,15
99,463,1,15
100,479,1,15
101,478,0,15
102,480,2,15
103,479,1,15
104,480,1,15
105,480,0,15
106,480,0,15
107,480,0,15
108,480,0,15
109,480,1,15
110,479,0,15
111,479,1,15
112,478,1,15
113,477,2,15
114,475,1,15
115,474,0,15
116,487,2,15
117,487,1,15
118,486,1,15
119,485,4,15
120,481,3,15
0,427,2,16
1,425,5,16
2,421,6,16
3,440,2,16
4,438,5,16
5,438,2,16
6,441,2,16
7,440,2,16
8,438,5,16
9,440,3,16
10,441,2,16
11,442,1,16
12,443,4,16
13,442,2,16
14,443,0,16
15,443,4,16
16,440,4,16
17,436,2,16
18,436,3,16
19,433,13,16
20,428,10,16
21,442,5,16
22,442,2,16
23,440,1,16
24,439,2,16
25,442,8,16
26,441,4,16
27,441,0,16
28,463,5,16
29,463,1,16
30,464,3,16
31,461,4,16
32,457,4,16
33,453,4,16
34,457,4,16
35,473,1,16
36,474,3,16
37,488,2,16
38,491,0,16
39,494,3,16
40,491,0,16
41,491,0,16
42,491,3,16
43,488,2,16
44,486,3,16
45,483,3,16
46,480,3,16
47,477,5,16
48,472,5,16
49,467,5,16
50,477,3,16
51,476,4,16
52,476,1,16
53,495,1,16
54,499,3,16
55,496,2,16
56,502,4,16
57,509,2,16
58,508,1,16
59,508,1,16
60,508,3,16
61,505,5,16
62,500,2,16
63,498,0,16
64,498,2,16
65,496,2,16
66,494,4,16
67,490,4,16
68,486,8,16
69,478,1,16
70,477,8,16
71,469,5,16
72,464,3,16
73,461,5,16
74,456,8,16
75,448,5,16
76,443,10,16
77,456,8,16
78,454,9,16
79,447,10,16
80,438,3,16
81,435,2,16
82,433,3,16
83,449,2,16
84,447,2,16
85,447,1,16
86,447,1,16
87,446,2,16
88,446,1,16
89,445,1,16
90,464,1,16
91,463,1,16
92,471,3,16
93,471,3,16
94,470,4,16
95,468,0,16
96,468,0,16
97,473,1,16
98,472,1,16
99,471,0,16
100,471,1,16
101,483,2,16
102,481,3,16
103,478,3,16
104,489,7,16
105,487,1,16
106,486,2,16
107,484,4,16
108,480,3,16
109,477,9,16
110,478,4,16
111,477,3,16
112,477,3,16
113,474,3,16
114,471,2,16
115,485,5,16
116,480,5,16
117,475,7,16
118,468,4,16
119,464,14,16
120,450,6,16
0,456,2,17
1,457,3,17
2,454,2,17
3,453,0,17
4,468,0,17
5,468,0,17
6,468,3,17
7,467,3,17
8,467,3,17
9,470,4,17
10,469,0,17
11,470,7,17
12,463,4,17
13,462,2,17
14,460,0,17
15,471,1,17
16,470,1,17
17,469,1,17
18,468,2,17
19,466,1,17
20,465,3,17
21,467,2,17
22,468,1,17
23,469,0,17
24,470,2,17
25,468,0,17
26,468,4,17
27,464,5,17
28,469,4,17
29,465,6,17
30,459,4,17
31,466,3,17
32,467,3,17
33,467,3,17
34,485,2,17
35,485,1,17
36,484,2,17
37,482,2,17
38,483,3,17
39,480,3,17
40,480,4,17
41,481,2,17
42,482,2,17
43,481,1,17
44,482,2,17
45,481,1,17
46,480,2,17
47,493,1,17
48,493,0,17
49,493,2,17
50,491,1,17
51,490,2,17
52,503,1,17
53,502,2,17
54,508,1,17
55,507,2,17
56,505,3,17
57,502,3,17
58,502,4,17
59,504,3,17
60,501,0,17
61,507,0,17
62,507,3,17
63,504,4,17
64,500,4,17
65,496,4,17
66,495,4,17
67,493,2,17
68,491,3,17
69,488,5,17
70,483,2,17
71,481,8,17
72,473,6,17
73,467,3,17
74,464,1,17
75,476,2,17
76,480,3,17
77,477,4,17
78,473,3,17
79,482,1,17
80,481,2,17
81,480,3,17
82,478,2,17
83,476,1,17
84,475,1,17
85,475,1,17
86,474,4,17
87,473,1,17
88,475,0,17
89,475,4,17
90,472,1,17
91,471,0,17
92,471,1,17
93,470,3,17
94,467,3,17
95,464,1,17
96,463,1,17
97,462,1,17
98,461,1,17
99,460,4,17
100,456,3,17
101,453,4,17
102,449,0,17
103,449,1,17
104,448,1,17
105,447,1,17
106,446,1,17
107,445,3,17
108,442,2,17
109,440,5,17
110,435,6,17
111,430,8,17
112,429,5,17
113,428,4,17
114,444,1,17
115,459,5,17
116,460,1,17
117,463,1,17
118,462,2,17
119,476,3,17
120,473,3,17
0,449,5,18
1,444,4,18
2,440,9,18
3,431,5,18
4,426,4,18
5,422,12,18
6,410,2,18
7,408,4,18
8,406,3,18
9,406,3,18
10,421,3,18
11,421,5,18
12,416,2,18
13,414,3,18
14,412,5,18
15,409,2,18
16,410,3,18
17,411,3,18
18,410,1,18
19,409,12,18
20,397,5,18
21,392,10,18
22,403,4,18
23,431,6,18
24,425,2,18
25,423,3,18
26,421,1,18
27,420,3,18
28,417,6,18
29,411,3,18
30,408,3,18
31,422,3,18
32,423,6,18
33,417,10,18
34,432,6,18
35,432,6,18
36,430,2,18
37,431,1,18
38,433,3,18
39,449,0,18
40,451,1,18
41,450,3,18
42,447,4,18
43,443,4,18
44,439,2,18
45,465,1,18
46,465,1,18
47,466,1,18
48,465,1,18
49,464,6,18
50,458,3,18
51,455,6,18
52,449,3,18
53,446,12,18
54,434,12,18
55,422,9,18
56,413,6,18
57,407,8,18
58,424,6,18
59,430,15,18
60,422,6,18
61,421,10,18
62,426,6,18
63,426,2,18
64,427,4,18
65,439,2,18
66,439,6,18
67,433,5,18
68,428,4,18
69,424,7,18
70,421,8,18
71,419,1,18
72,421,2,18
73,419,4,18
74,417,3,18
75,437,5,18
76,438,1,18
77,440,4,18
78,438,2,18
79,441,4,18
80,465,3,18
81,465,2,18
82,465,2,18
83,466,2,18
84,467,1,18
85,468,0,18
86,468,0,18
87,468,2,18
88,466,4,18
89,472,3,18
90,469,8,18
91,465,2,18
92,465,2,18
93,463,3,18
94,460,3,18
95,457,2,18
96,478,1,18
97,478,1,18
98,481,1,18
99,481,3,18
100,479,3,18
101,476,1,18
102,475,0,18
103,490,1,18
104,489,1,18
105,488,1,18
106,487,0,18
107,487,0,18
108,487,2,18
109,485,4,18
110,489,3,18
111,508,2,18
112,506,0,18
113,523,2,18
114,526,1,18
115,526,1,18
116,525,2,18
117,523,4,18
118,519,2,18
119,517,2,18
120,515,1,18
0,486,5,19
1,481,2,19
2,479,2,19
3,477,2,19
4,476,3,19
5,490,2,19
6,488,2,19
7,493,3,19
8,493,0,19
9,496,3,19
10,493,5,19
11,490,3,19
12,487,2,19
13,485,4,19
14,481,5,19
15,476,3,19
16,474,1,19
17,473,5,19
18,479,2,19
19,477,3,19
20,474,1,19
21,473,1,19
22,477,0,19
23,480,0,19
24,480,1,19
25,480,2,19
26,480,1,19
27,480,1,19
28,481,2,19
29,480,0,19
30,480,2,19
31,478,0,19
32,493,1,19
33,492,3,19
34,489,2,19
35,487,4,19
36,483,3,19
37,480,3,19
38,477,1,19
39,476,5,19
40,471,3,19
41,474,0,19
42,475,0,19
43,475,1,19
44,474,1,19
45,473,4,19
46,469,0,19
47,469,0,19
48,490,3,19
49,487,2,19
50,486,0,19
51,487,0,19
52,487,1,19
53,486,4,19
54,482,0,19
55,489,0,19
56,489,0,19
57,494,0,19
58,496,0,19
59,496,0,19
60,496,1,19
61,515,0,19
62,515,0,19
63,515,4,19
64,511,0,19
65,511,1,19
66,510,2,19
67,508,1,19
68,507,3,19
69,504,1,19
70,503,4,19
71,499,5,19
72,494,2,19
73,504,3,19
74,502,2,19
75,500,2,19
76,498,2,19
77,496,4,19
78,492,3,19
79,501,2,19
80,516,1,19
81,516,1,19
82,515,1,19
83,514,3,19
84,511,3,19
85,508,1,19
86,507,1,19
87,506,1,19
88,505,2,19
89,503,6,19
90,497,4,19
91,499,3,19
92,524,3,19
93,521,2,19
94,519,2,19
95,517,4,19
96,513,3,19
97,510,5,19
98,505,7,19
99,498,8,19
100,490,10,19
101,489,8,19
102,485,6,19
103,479,2,19
104,478,7,19
105,471,7,19
106,472,6,19
107,468,2,19
108,466,4,19
109,462,4,19
110,458,8,19
111,450,7,19
112,443,10,19
113,442,0,19
114,442,2,19
115,440,3,19
116,437,4,19
117,433,4,19
118,429,2,19
119,427,5,19
120,422,1,19
0,473,3,20
1,470,4,20
2,466,4,20
3,462,2,20
4,463,4,20
5,459,4,20
6,476,1,20
7,476,2,20
8,482,1,20
9,481,2,20
10,479,0,20
11,479,0,20
12,479,5,20
13,477,6,20
14,476,5,20
15,476,4,20
16,477,3,20
17,474,0,20
18,474,1,20
19,473,2,20
20,471,4,20
21,475,4,20
22,473,2,20
23,474,4,20
24,474,4,20
25,476,3,20
26,476,0,20
27,478,2,20
28,479,1,20
29,478,0,20
30,478,5,20
31,473,5,20
32,468,6,20
33,462,1,20
34,461,6,20
35,460,2,20
36,479,1,20
37,478,6,20
38,473,0,20
39,493,2,20
40,506,0,20
41,507,4,20
42,503,2,20
43,501,0,20
44,501,6,20
45,495,5,20
46,506,7,20
47,506,5,20
48,504,2,20
49,504,1,20
50,503,2,20
51,501,2,20
52,499,3,20
53,496,0,20
54,496,1,20
55,495,4,20
56,491,1,20
57,490,1,20
58,500,4,20
59,496,2,20
60,494,1,20
61,493,2,20
62,491,3,20
63,488,1,20
64,487,3,20
65,484,2,20
66,482,2,20
67,480,6,20
68,474,5,20
69,469,4,20
70,465,8,20
71,457,5,20
72,453,5,20
73,449,5,20
74,444,9,20
75,435,9,20
76,426,8,20
77,427,5,20
78,446,4,20
79,446,3,20
80,444,2,20
81,450,1,20
82,450,2,20
83,448,1,20
84,465,2,20
85,464,3,20
86,464,2,20
87,464,3,20
88,469,6,20
89,468,3,20
90,465,1,20
91,464,1,20
92,463,1,20
93,462,6,20
94,456,8,20
95,450,2,20
96,451,1,20
97,451,1,20
98,450,0,20
99,450,3,20
100,447,2,20
101,445,2,20
102,443,7,20
103,436,6,20
104,430,4,20
105,426,3,20
106,425,4,20
107,421,4,20
108,417,4,20
109,415,1,20
110,416,2,20
111,419,7,20
112,419,2,20
113,418,2,20
114,417,3,20
115,434,2,20
116,440,5,20
117,436,1,20
118,451,2,20
119,452,0,20
120,453,0,20
0,493,4,21
1,495,3,21
2,492,1,21
3,493,4,21
4,493,3,21
5,492,1,21
6,492,1,21
7,492,1,21
8,491,1,21
9,490,2,21
10,508,2,21
11,506,3,21
12,503,2,21
13,502,7,21
14,499,4,21
15,498,1,21
16,497,5,21
17,492,7,21
18,485,8,21
19,477,1,21
20,476,1,21
21,475,1,21
22,482,3,21
23,480,2,21
24,480,3,21
25,481,1,21
26,481,1,21
27,481,0,21
28,481,0,21
29,481,0,21
30,481,1,21
31,480,0,21
32,480,1,21
33,479,2,21
34,489,1,21
35,493,2,21
36,500,0,21
37,502,2,21
38,501,0,21
39,501,0,21
40,502,1,21
41,501,2,21
42,499,0,21
43,516,2,21
44,514,3,21
45,511,1,21
46,520,2,21
47,518,3,21
48,515,3,21
49,512,6,21
50,514,4,21
51,513,2,21
52,514,1,21
53,513,1,21
54,512,3,21
55,509,6,21
56,503,1,21
57,502,6,21
58,512,4,21
59,511,2,21
60,514,4,21
61,512,1,21
62,512,4,21
63,508,1,21
64,507,0,21
65,518,5,21
66,513,6,21
67,507,1,21
68,506,3,21
69,503,7,21
70,498,4,21
71,496,3,21
72,499,1,21
73,498,1,21
74,497,2,21
75,495,1,21
76,494,2,21
77,492,2,21
78,490,2,21
79,488,3,21
80,487,1,21
81,489,2,21
82,488,3,21
83,487,2,21
84,486,1,21
85,486,1,21
86,490,2,21
87,488,1,21
88,487,5,21
89,482,2,21
90,480,2,21
91,480,2,21
92,481,1,21
93,480,3,21
94,510,0,21
95,510,3,21
96,507,7,21
97,500,6,21
98,494,2,21
99,492,2,21
100,490,3,21
101,487,6,21
102,481,9,21
103,472,4,21
104,468,10,21
105,458,7,21
106,451,1,21
107,450,12,21
108,455,4,21
109,451,1,21
110,450,7,21
111,456,1,21
112,457,4,21
113,455,1,21
114,454,2,21
115,452,6,21
116,446,8,21
117,460,8,21
118,463,2,21
119,461,8,21
120,453,4,21
0,438,5,22
1,442,6,22
2,436,1,22
3,437,8,22
4,448,5,22
5,447,4,22
6,448,3,22
7,445,3,22
8,465,7,22
9,468,3,22
10,470,1,22
11,473,1,22
12,475,3,22
13,476,0,22
14,476,2,22
15,489,1,22
16,488,0,22
17,488,1,22
18,493,1,22
19,494,2,22
20,494,1,22
21,493,0,22
22,493,2,22
23,491,2,22
24,489,1,22
25,490,0,22
26,490,1,22
27,489,0,22
28,489,0,22
29,489,0,22
30,489,0,22
31,489,0,22
32,489,0,22
33,503,1,22
34,503,0,22
35,503,0,22
36,503,1,22
37,507,1,22
38,508,2,22
39,507,0,22
40,508,1,22
41,509,1,22
42,508,1,22
43,507,0,22
44,507,1,22
45,506,2,22
46,504,0,22
47,504,1,22
48,503,1,22
49,502,1,22
50,501,0,22
51,501,4,22
52,497,5,22
53,492,0,22
54,492,4,22
55,488,2,22
56,486,2,22
57,484,5,22
58,479,0,22
59,502,0,22
60,502,0,22
61,502,1,22
62,502,0,22
63,502,0,22
64,502,1,22
65,501,1,22
66,500,2,22
67,498,1,22
68,497,2,22
69,495,2,22
70,493,1,22
71,492,2,22
72,490,4,22
73,486,1,22
74,486,6,22
75,482,3,22
76,479,4,22
77,484,2,22
78,486,2,22
79,484,1,22
80,483,2,22
81,481,5,22
82,476,3,22
83,473,5,22
84,468,4,22
85,464,6,22
86,458,6,22
87,465,5,22
88,478,5,22
89,478,8,22
90,474,8,22
91,466,2,22
92,464,4,22
93,460,1,22
94,459,9,22
95,450,5,22
96,445,11,22
97,434,11,22
98,423,9,22
99,429,8,22
100,426,5,22
101,424,8,22
102,420,2,22
103,418,5,22
104,413,7,22
105,406,9,22
106,401,4,22
107,397,4,22
108,398,5,22
109,402,4,22
110,398,3,22
111,395,7,22
112,414,5,22
113,409,9,22
114,409,9,22
115,423,5,22
116,430,2,22
117,432,3,22
118,430,4,22
119,427,0,22
120,427,4,22
0,454,1,23
1,456,0,23
2,456,0,23
3,459,2,23
4,459,1,23
5,459,0,23
6,459,2,23
7,457,1,23
8,477,3,23
9,475,2,23
10,478,2,23
11,477,3,23
12,477,0,23
13,478,1,23
14,477,4,23
15,474,4,23
16,470,4,23
17,468,3,23
18,467,3,23
19,464,3,23
20,468,3,23
21,465,4,23
22,461,4,23
23,477,4,23
24,473,3,23
25,474,3,23
26,477,1,23
27,477,1,23
28,478,1,23
29,477,5,23
30,472,5,23
31,467,6,23
32,461,8,23
33,456,6,23
34,454,3,23
35,452,5,23
36,451,2,23
37,449,7,23
38,448,6,23
39,442,5,23
40,437,0,23
41,439,2,23
42,439,3,23
43,445,3,23
44,446,1,23
45,446,1,23
46,445,2,23
47,443,2,23
48,441,3,23
49,438,5,23
50,437,4,23
51,457,5,23
52,456,6,23
53,472,2,23
54,474,2,23
55,474,3,23
56,473,1,23
57,472,1,23
58,472,3,23
59,469,3,23
60,466,2,23
61,464,8,23
62,456,11,23
63,445,3,23
64,444,7,23
65,442,0,23
66,458,4,23
67,456,3,23
68,457,1,23
69,457,3,23
70,456,3,23
71,453,3,23
72,450,4,23
73,446,4,23
74,442,5,23
75,439,5,23
76,453,5,23
77,448,4,23
78,448,5,23
79,448,3,23
80,446,4,23
81,444,3,23
82,443,0,23
83,444,3,23
84,459,1,23
85,460,3,23
86,457,2,23
87,455,5,23
88,450,2,23
89,465,3,23
90,462,1,23
91,461,6,23
92,455,4,23
93,451,6,23
94,463,2,23
95,464,3,23
96,463,1,23
97,465,5,23
98,464,5,23
99,459,2,23
100,457,0,23
101,458,4,23
102,465,2,23
103,486,1,23
104,489,6,23
105,486,6,23
106,485,3,23
107,486,3,23
108,485,3,23
109,482,1,23
110,481,3,23
111,478,4,23
112,474,5,23
113,483,2,23
114,500,4,23
115,501,2,23
116,504,3,23
117,507,2,23
118,506,2,23
119,504,2,23
120,502,3,23
0,433,5,24
1,428,5,24
2,446,4,24
3,442,2,24
4,440,5,24
5,435,5,24
6,430,5,24
7,425,12,24
8,413,2,24
9,416,7,24
10,416,4,24
11,424,4,24
12,421,3,24
13,418,7,24
14,413,6,24
15,420,2,24
16,421,3,24
17,418,5,24
18,413,4,24
19,440,7,24
20,457,4,24
21,453,8,24
22,461,4,24
23,464,9,24
24,455,3,24
25,452,7,24
26,445,12,24
27,433,8,24
28,425,3,24
29,439,8,24
30,435,2,24
31,434,4,24
32,435,5,24
33,430,3,24
34,430,5,24
35,428,5,24
36,428,7,24
37,423,2,24
38,425,3,24
39,422,3,24
40,419,3,24
41,423,2,24
42,423,2,24
43,442,5,24
44,462,0,24
45,462,2,24
46,460,0,24
47,460,3,24
48,457,1,24
49,456,3,24
50,455,5,24
51,454,3,24
52,454,4,24
53,454,1,24
54,453,4,24
55,449,0,24
56,453,3,24
57,450,4,24
58,446,1,24
59,445,6,24
60,439,7,24
61,455,7,24
62,448,4,24
63,444,8,24
64,458,7,24
65,468,8,24
66,464,7,24
67,457,4,24
68,453,6,24
69,447,11,24
70,436,10,24
71,434,3,24
72,431,3,24
73,428,5,24
74,459,0,24
75,459,2,24
76,458,1,24
77,457,2,24
78,455,2,24
79,453,4,24
80,449,4,24
81,445,5,24
82,440,2,24
83,438,8,24
84,430,7,24
85,430,9,24
86,425,7,24
87,423,7,24
88,440,6,24
89,437,4,24
90,438,1,24
91,438,6,24
92,437,2,24
93,437,4,24
94,439,6,24
95,454,1,24
96,454,3,24
97,451,4,24
98,459,7,24
99,456,7,24
100,453,6,24
101,447,5,24
102,446,3,24
103,443,2,24
104,453,3,24
105,455,4,24
106,454,4,24
107,452,3,24
108,472,2,24
109,470,4,24
110,466,2,24
111,464,3,24
112,461,5,24
113,456,2,24
114,455,3,24
115,452,4,24
116,448,4,24
117,444,8,24
118,436,10,24
119,426,5,24
120,432,4,24
0,462,2,25
1,493,0,25
2,494,2,25
3,492,5,25
4,487,3,25
5,484,1,25
6,483,2,25
7,481,2,25
8,479,2,25
9,477,1,25
10,476,5,25
11,473,0,25
12,473,1,25
13,472,4,25
14,468,3,25
15,470,3,25
16,486,5,25
17,481,2,25
18,479,1,25
19,478,3,25
20,475,3,25
21,472,2,25
22,473,2,25
23,473,6,25
24,484,7,25
25,485,4,25
26,483,3,25
27,494,2,25
28,492,1,25
29,491,2,25
30,489,0,25
31,489,3,25
32,486,1,25
33,490,1,25
34,492,1,25
35,492,2,25
36,495,2,25
37,496,1,25
38,497,1,25
39,498,1,25
40,497,0,25
41,497,2,25
42,496,2,25
43,501,3,25
44,500,0,25
45,501,3,25
46,500,3,25
47,501,1,25
48,501,0,25
49,501,0,25
50,503,1,25
51,502,1,25
52,501,1,25
53,500,0,25
54,500,0,25
55,500,1,25
56,499,0,25
57,499,1,25
58,498,2,25
59,496,1,25
60,495,3,25
61,501,1,25
62,501,1,25
63,502,0,25
64,502,2,25
65,500,1,25
66,499,0,25
67,499,2,25
68,497,1,25
69,496,2,25
70,494,1,25
71,493,5,25
72,488,1,25
73,502,1,25
74,502,3,25
75,502,2,25
76,501,0,25
77,501,2,25
78,499,3,25
79,497,3,25
80,494,0,25
81,495,1,25
82,494,2,25
83,492,3,25
84,495,3,25
85,495,1,25
86,495,3,25
87,496,1,25
88,495,1,25
89,494,3,25
90,491,3,25
91,489,5,25
92,484,3,25
93,485,1,25
94,484,3,25
95,481,1,25
96,496,2,25
97,496,1,25
98,495,1,25
99,494,3,25
100,491,0,25
101,491,2,25
102,497,3,25
103,494,4,25
104,490,1,25
105,489,1,25
106,488,4,25
107,484,3,25
108,481,4,25
109,477,7,25
110,470,3,25
111,472,3,25
112,473,4,25
113,472,3,25
114,471,1,25
115,471,2,25
116,469,3,25
117,466,2,25
118,465,6,25
119,459,1,25
120,458,4,25
0,463,0,26
1,463,2,26
2,461,2,26
3,459,5,26
4,454,1,26
5,468,2,26
6,466,2,26
7,464,5,26
8,459,7,26
9,474,2,26
10,475,3,26
11,472,8,26
12,465,6,26
13,459,6,26
14,453,9,26
15,444,6,26
16,441,5,26
17,441,4,26
18,440,3,26
19,437,6,26
20,432,8,26
21,435,5,26
22,430,6,26
23,432,0,26
24,433,3,26
25,433,5,26
26,433,3,26
27,435,1,26
28,435,1,26
29,440,2,26
30,440,0,26
31,440,1,26
32,440,2,26
33,452,2,26
34,453,1,26
35,452,7,26
36,460,1,26
37,461,1,26
38,460,3,26
39,457,0,26
40,457,2,26
41,455,1,26
42,454,2,26
43,452,2,26
44,450,1,26
45,449,5,26
46,444,2,26
47,448,1,26
48,448,0,26
49,450,5,26
50,450,0,26
51,450,0,26
52,452,0,26
53,456,3,26
54,455,2,26
55,456,2,26
56,456,0,26
57,457,0,26
58,457,1,26
59,457,1,26
60,456,0,26
61,456,0,26
62,456,3,26
63,453,3,26
64,450,3,26
65,447,5,26
66,442,4,26
67,453,2,26
68,451,3,26
69,448,2,26
70,452,3,26
71,467,4,26
72,463,3,26
73,464,4,26
74,475,1,26
75,474,4,26
76,478,1,26
77,477,0,26
78,477,0,26
79,477,0,26
80,484,1,26
81,483,1,26
82,482,2,26
83,480,0,26
84,496,1,26
85,497,1,26
86,498,0,26
87,498,0,26
88,498,1,26
89,497,1,26
90,502,0,26
91,502,0,26
92,502,1,26
93,502,0,26
94,502,0,26
95,502,0,26
96,502,2,26
97,500,1,26
98,499,2,26
99,497,5,26
100,492,5,26
101,487,1,26
102,486,3,26
103,500,1,26
104,499,0,26
105,499,1,26
106,498,2,26
107,496,0,26
108,496,0,26
109,496,2,26
110,494,2,26
111,492,1,26
112,491,4,26
113,487,0,26
114,487,2,26
115,485,3,26
116,482,0,26
117,482,2,26
118,480,4,26
119,476,5,26
120,471,5,26
0,471,4,27
1,467,8,27
2,459,2,27
3,457,6,27
4,451,2,27
5,449,2,27
6,447,5,27
7,442,2,27
8,440,4,27
9,436,0,27
10,438,0,27
11,438,0,27
12,459,0,27
13,474,2,27
14,472,2,27
15,475,0,27
16,475,0,27
17,475,3,27
18,472,2,27
19,485,1,27
20,501,2,27
21,500,0,27
22,500,0,27
23,501,4,27
24,497,1,27
25,496,1,27
26,495,4,27
27,491,0,27
28,491,4,27
29,487,3,27
30,484,4,27
31,486,8,27
32,478,5,27
33,473,5,27
34,468,4,27
35,464,5,27
36,460,6,27
37,465,2,27
38,464,11,27
39,460,4,27
40,461,1,27
41,462,4,27
42,458,4,27
43,457,2,27
44,455,3,27
45,452,2,27
46,451,5,27
47,451,4,27
48,450,2,27
49,448,3,27
50,445,3,27
51,442,4,27
52,438,1,27
53,437,3,27
54,438,4,27
55,438,1,27
56,445,3,27
57,458,0,27
58,460,2,27
59,460,1,27
60,471,2,27
61,471,1,27
62,470,1,27
63,472,1,27
64,471,1,27
65,470,3,27
66,467,6,27
67,461,3,27
68,463,2,27
69,461,2,27
70,474,5,27
71,471,2,27
72,472,2,27
73,472,5,27
74,474,2,27
75,472,2,27
76,471,3,27
77,468,4,27
78,464,7,27
79,474,3,27
80,475,4,27
81,477,2,27
82,477,2,27
83,475,4,27
84,476,1,27
85,477,1,27
86,476,1,27
87,475,3,27
88,472,1,27
89,473,2,27
90,477,1,27
91,477,0,27
92,477,3,27
93,482,2,27
94,483,2,27
95,498,3,27
96,496,3,27
97,496,1,27
98,495,3,27
99,492,2,27
100,490,3,27
101,487,1,27
102,486,1,27
103,485,2,27
104,483,4,27
105,479,2,27
106,477,5,27
107,472,3,27
108,485,5,27
109,480,3,27
110,477,5,27
111,472,6,27
112,466,8,27
113,458,2,27
114,470,4,27
115,467,1,27
116,467,3,27
117,466,3,27
118,466,0,27
119,468,1,27
120,469,0,27
0,499,2,28
1,497,3,28
2,494,3,28
3,491,0,28
4,491,3,28
5,488,0,28
6,489,2,28
7,487,2,28
8,485,1,28
9,484,3,28
10,481,6,28
11,490,5,28
12,489,1,28
13,488,5,28
14,483,5,28
15,478,4,28
16,474,0,28
17,475,6,28
18,473,4,28
19,472,3,28
20,470,8,28
21,465,6,28
22,459,1,28
23,458,3,28
24,455,4,28
25,451,5,28
26,464,3,28
27,462,3,28
28,459,3,28
29,456,1,28
30,473,1,28
31,472,2,28
32,470,2,28
33,468,1,28
34,467,1,28
35,466,4,28
36,462,4,28
37,458,5,28
38,453,3,28
39,459,1,28
40,458,0,28
41,458,4,28
42,454,7,28
43,449,4,28
44,445,4,28
45,452,4,28
46,454,9,28
47,451,2,28
48,452,5,28
49,447,6,28
50,441,10,28
51,431,4,28
52,427,6,28
53,425,3,28
54,437,2,28
55,437,4,28
56,433,4,28
57,429,3,28
58,440,4,28
59,455,3,28
60,470,3,28
61,467,0,28
62,467,7,28
63,460,7,28
64,458,6,28
65,452,5,28
66,449,6,28
67,446,5,28
68,459,3,28
69,460,4,28
70,458,4,28
71,455,2,28
72,453,5,28
73,449,5,28
74,448,2,28
75,449,1,28
76,451,2,28
77,451,2,28
78,451,1,28
79,450,3,28
80,451,3,28
81,454,1,28
82,453,0,28
83,453,4,28
84,449,1,28
85,451,2,28
86,449,2,28
87,447,6,28
88,441,3,28
89,438,5,28
90,433,5,28
91,428,6,28
92,426,5,28
93,448,5,28
94,463,6,28
95,463,1,28
96,463,2,28
97,464,2,28
98,467,2,28
99,465,1,28
100,476,3,28
101,477,1,28
102,476,3,28
103,492,1,28
104,491,4,28
105,487,1,28
106,486,4,28
107,482,7,28
108,475,2,28
109,473,5,28
110,471,6,28
111,469,5,28
112,486,4,28
113,486,2,28
114,487,1,28
115,486,2,28
116,484,1,28
117,483,5,28
118,478,3,28
119,475,3,28
120,472,3,28
0,467,2,29
1,483,1,29
2,486,3,29
3,485,0,29
4,486,1,29
5,485,1,29
6,484,1,29
7,483,2,29
8,481,1,29
9,500,3,29
10,505,1,29
11,504,0,29
12,504,0,29
13,504,3,29
14,501,0,29
15,501,1,29
16,500,1,29
17,499,1,29
18,498,1,29
19,512,3,29
20,511,5,29
21,508,2,29
22,509,1,29
23,509,0,29
24,513,1,29
25,513,1,29
26,514,0,29
27,514,1,29
28,513,1,29
29,512,2,29
30,520,0,29
31,520,1,29
32,519,0,29
33,519,2,29
34,517,3,29
35,514,2,29
36,512,1,29
37,511,1,29
38,510,2,29
39,508,3,29
40,505,1,29
41,504,3,29
42,501,2,29
43,499,2,29
44,497,1,29
45,496,3,29
46,493,3,29
47,490,3,29
48,487,6,29
49,487,3,29
50,484,4,29
51,482,4,29
52,507,0,29
53,508,2,29
54,508,0,29
55,509,2,29
56,507,1,29
57,506,0,29
58,506,1,29
59,505,1,29
60,504,1,29
61,503,1,29
62,504,3,29
63,501,3,29
64,498,5,29
65,493,4,29
66,489,3,29
67,486,9,29
68,477,10,29
69,467,0,29
70,467,3,29
71,464,6,29
72,458,5,29
73,453,4,29
74,449,4,29
75,445,5,29
76,440,0,29
77,451,6,29
78,445,3,29
79,456,2,29
80,454,0,29
81,455,1,29
82,457,1,29
83,457,2,29
84,473,2,29
85,473,1,29
86,472,1,29
87,473,1,29
88,473,1,29
89,473,0,29
90,475,0,29
91,475,0,29
92,475,3,29
