Month,Total number of employees,Number of employees that left,Run
103,441,6,29
104,435,4,29
105,431,6,29
106,467,3,29
107,464,6,29
108,458,5,29
109,453,2,29
110,473,2,29
111,471,1,29
112,470,1,29
113,469,4,29
114,482,3,29
115,479,3,29
116,476,3,29
117,473,5,29
118,468,1,29
119,467,11,29
120,456,3,29
0,447,4,30
1,450,5,30
2,463,7,30
3,457,4,30
4,453,10,30
5,445,11,30
6,461,7,30
7,458,8,30
8,477,8,30
9,477,2,30
10,477,4,30
11,473,8,30
12,471,3,30
13,472,11,30
14,471,6,30
15,474,4,30
16,472,4,30
17,468,5,30
18,463,2,30
19,461,3,30
20,458,4,30
21,454,3,30
22,455,7,30
23,448,6,30
24,442,1,30
25,441,5,30
26,456,5,30
27,456,5,30
28,453,4,30
29,449,4,30
30,462,3,30
31,460,2,30
32,458,4,30
33,454,2,30
34,454,4,30
35,450,3,30
36,447,6,30
37,447,5,30
38,442,4,30
39,444,7,30
40,444,4,30
41,443,0,30
42,444,2,30
43,464,2,30
44,466,2,30
45,466,0,30
46,466,2,30
47,464,7,30
48,457,2,30
49,472,5,30
50,470,2,30
51,471,0,30
52,471,1,30
53,470,4,30
54,466,8,30
55,458,5,30
56,458,4,30
57,471,3,30
58,468,3,30
59,466,2,30
60,464,10,30
61,454,8,30
62,446,5,30
63,456,8,30
64,453,3,30
65,453,6,30
66,447,1,30
67,474,3,30
68,471,1,30
69,470,6,30
70,481,1,30
71,480,6,30
72,477,3,30
73,476,1,30
74,486,2,30
75,488,3,30
76,487,5,30
77,484,1,30
78,483,5,30
79,478,5,30
80,473,4,30
81,470,4,30
82,470,6,30
83,467,3,30
84,467,5,30
85,481,4,30
86,485,0,30
87,485,4,30
88,481,3,30
89,480,1,30
90,479,0,30
91,479,5,30
92,474,4,30
93,475,1,30
94,474,2,30
95,472,2,30
96,470,3,30
97,467,5,30
98,462,4,30
99,466,3,30
100,470,3,30
101,470,4,30
102,468,2,30
103,482,1,30
104,481,3,30
105,478,6,30
106,472,0,30
107,485,4,30
108,481,4,30
109,480,5,30
110,481,1,30
111,480,2,30
112,478,3,30
113,475,8,30
114,470,7,30
115,470,2,30
116,473,4,30
117,474,2,30
118,474,1,30
119,494,5,30
120,489,1,30
0,483,1,31
1,484,2,31
2,482,2,31
3,481,4,31
4,479,2,31
5,478,2,31
6,476,1,31
7,475,3,31
8,472,1,31
9,475,3,31
10,475,0,31
11,475,1,31
12,474,0,31
13,475,2,31
14,473,3,31
15,490,2,31
16,497,2,31
17,497,0,31
18,514,0,31
19,515,4,31
20,514,1,31
21,515,0,31
22,516,0,31
23,518,1,31
24,517,1,31
25,516,1,31
26,515,1,31
27,514,1,31
28,513,2,31
29,511,3,31
30,508,2,31
31,506,0,31
32,506,5,31
33,502,4,31
34,498,3,31
35,495,4,31
36,491,3,31
37,488,7,31
38,481,10,31
39,484,4,31
40,482,2,31
41,498,3,31
42,495,2,31
43,497,3,31
44,497,1,31
45,496,1,31
46,495,0,31
47,495,2,31
48,494,1,31
49,493,2,31
50,491,7,31
51,484,3,31
52,481,3,31
53,478,5,31
54,473,5,31
55,468,4,31
56,464,4,31
57,468,0,31
58,468,3,31
59,466,4,31
60,462,3,31
61,459,8,31
62,451,3,31
63,448,0,31
64,449,2,31
65,447,3,31
66,444,6,31
67,438,5,31
68,433,4,31
69,431,9,31
70,445,7,31
71,441,3,31
72,440,5,31
73,435,3,31
74,435,3,31
75,432,7,31
76,425,4,31
77,421,0,31
78,421,7,31
79,449,3,31
80,451,7,31
81,455,5,31
82,457,5,31
83,452,2,31
84,450,7,31
85,443,6,31
86,439,8,31
87,437,6,31
88,432,10,31
89,424,10,31
90,433,6,31
91,433,10,31
92,423,3,31
93,429,6,31
94,440,4,31
95,438,1,31
96,437,8,31
97,445,1,31
98,448,3,31
99,448,3,31
100,451,2,31
101,449,3,31
102,446,6,31
103,440,2,31
104,442,2,31
105,443,2,31
106,466,3,31
107,465,2,31
108,468,1,31
109,470,1,31
110,488,1,31
111,487,3,31
112,485,0,31
113,485,1,31
114,484,0,31
115,484,3,31
116,481,1,31
117,494,1,31
118,494,1,31
119,493,2,31
120,491,3,31
0,495,1,32
1,494,2,32
2,492,4,32
3,488,1,32
4,488,2,32
5,486,2,32
6,484,2,32
7,482,3,32
8,479,3,32
9,476,6,32
10,470,4,32
11,466,4,32
12,462,7,32
13,461,7,32
14,461,5,32
15,460,3,32
16,458,0,32
17,472,3,32
18,472,1,32
19,471,2,32
20,470,2,32
21,471,3,32
22,468,7,32
23,463,3,32
24,464,3,32
25,465,5,32
26,462,3,32
27,462,1,32
28,462,2,32
29,462,2,32
30,465,1,32
31,464,3,32
32,465,2,32
33,465,3,32
34,462,3,32
35,459,3,32
36,456,4,32
37,452,6,32
38,463,2,32
39,462,7,32
40,456,3,32
41,453,6,32
42,447,4,32
43,443,3,32
44,440,9,32
45,431,8,32
46,423,4,32
47,419,9,32
48,410,7,32
49,404,4,32
50,400,8,32
51,397,9,32
52,396,10,32
53,410,8,32
54,425,4,32
55,425,5,32
56,421,2,32
57,426,5,32
58,446,2,32
59,446,6,32
60,458,2,32
61,457,2,32
62,455,8,32
63,448,4,32
64,447,10,32
65,456,7,32
66,449,3,32
67,460,2,32
68,458,3,32
69,455,4,32
70,451,4,32
71,447,3,32
72,444,2,32
73,442,5,32
74,443,4,32
75,439,5,32
76,434,8,32
77,449,5,32
78,446,3,32
79,466,5,32
80,481,1,32
81,480,2,32
82,478,5,32
83,473,3,32
84,470,11,32
85,459,3,32
86,458,12,32
87,446,5,32
88,446,6,32
89,467,7,32
90,460,2,32
91,461,6,32
92,455,5,32
93,464,3,32
94,465,6,32
95,463,4,32
96,462,4,32
97,460,2,32
98,458,5,32
99,453,8,32
100,445,10,32
101,435,14,32
102,421,5,32
103,416,13,32
104,403,17,32
105,398,11,32
106,394,10,32
107,417,18,32
108,412,10,32
109,426,6,32
110,426,1,32
111,429,3,32
112,427,7,32
113,420,6,32
114,414,9,32
115,408,8,32
116,409,6,32
117,411,7,32
118,407,3,32
119,406,2,32
120,407,5,32
0,417,3,33
1,414,6,33
2,413,3,33
3,413,1,33
4,414,4,33
5,428,2,33
6,429,6,33
7,423,1,33
8,422,4,33
9,418,3,33
10,415,8,33
11,410,6,33
12,413,5,33
13,415,3,33
14,435,4,33
15,439,5,33
16,438,3,33
17,436,1,33
18,435,5,33
19,442,5,33
20,446,7,33
21,445,4,33
22,443,5,33
23,442,7,33
24,442,3,33
25,439,3,33
26,454,1,33
27,459,1,33
28,459,3,33
29,462,3,33
30,460,1,33
31,459,1,33
32,459,1,33
33,460,0,33
34,460,0,33
35,460,2,33
36,467,1,33
37,466,2,33
38,465,0,33
39,482,0,33
40,485,1,33
41,484,1,33
42,483,0,33
43,483,1,33
44,483,0,33
45,483,0,33
46,483,2,33
47,481,1,33
48,480,1,33
49,479,3,33
50,476,4,33
51,472,1,33
52,471,1,33
53,470,2,33
54,478,2,33
55,476,2,33
56,474,2,33
57,475,2,33
58,473,1,33
59,472,0,33
60,472,1,33
61,471,2,33
62,471,1,33
63,470,6,33
64,464,1,33
65,463,3,33
66,460,2,33
67,458,0,33
68,458,5,33
69,453,1,33
70,452,0,33
71,452,3,33
72,451,4,33
73,467,6,33
74,481,3,33
75,481,3,33
76,482,2,33
77,484,1,33
78,484,2,33
79,484,1,33
80,483,4,33
81,479,5,33
82,474,4,33
83,470,3,33
84,477,6,33
85,471,1,33
86,474,0,33
87,477,5,33
88,472,5,33
89,467,2,33
90,468,3,33
91,465,3,33
92,462,4,33
93,460,2,33
94,481,4,33
95,480,2,33
96,494,4,33
97,499,2,33
98,499,2,33
99,499,3,33
100,496,4,33
101,492,8,33
102,489,2,33
103,490,4,33
104,490,1,33
105,490,3,33
106,487,0,33
107,487,5,33
108,489,3,33
109,486,3,33
110,485,0,33
111,485,4,33
112,481,3,33
113,478,3,33
114,475,2,33
115,476,7,33
116,494,3,33
117,491,3,33
118,495,8,33
119,487,6,33
120,481,4,33
0,430,6,34
1,429,6,34
2,423,6,34
3,432,7,34
4,429,6,34
5,454,7,34
6,453,7,34
7,446,6,34
8,444,6,34
9,438,6,34
10,435,4,34
11,433,7,34
12,432,5,34
13,430,1,34
14,429,5,34
15,424,3,34
16,421,10,34
17,411,12,34
18,399,16,34
19,399,5,34
20,396,4,34
21,413,11,34
22,434,9,34
23,433,6,34
24,444,7,34
25,437,8,34
26,433,7,34
27,432,9,34
28,430,4,34
29,435,5,34
30,433,5,34
31,438,4,34
32,436,2,34
33,434,6,34
34,428,2,34
35,426,4,34
36,439,3,34
37,451,7,34
38,447,7,34
39,446,0,34
40,448,2,34
41,446,2,34
42,445,2,34
43,443,1,34
44,452,2,34
45,471,5,34
46,477,3,34
47,474,1,34
48,474,1,34
49,473,2,34
50,489,4,34
51,485,2,34
52,483,3,34
53,480,5,34
54,475,5,34
55,470,7,34
56,469,2,34
57,467,4,34
58,463,7,34
59,468,3,34
60,467,8,34
61,462,4,34
62,459,3,34
63,473,4,34
64,472,5,34
65,471,1,34
66,472,2,34
67,470,7,34
68,463,5,34
69,481,8,34
70,482,6,34
71,482,1,34
72,481,6,34
73,477,4,34
74,473,3,34
75,470,6,34
76,464,5,34
77,459,11,34
78,454,6,34
79,452,6,34
80,473,5,34
81,470,6,34
82,471,2,34
83,471,4,34
84,467,6,34
85,465,5,34
86,465,5,34
87,461,5,34
88,456,3,34
89,453,2,34
90,451,5,34
91,449,4,34
92,445,5,34
93,446,4,34
94,442,2,34
95,458,1,34
96,457,4,34
97,453,6,34
98,473,1,34
99,476,4,34
100,475,0,34
101,476,0,34
102,476,3,34
103,476,2,34
104,474,2,34
105,472,6,34
106,466,4,34
107,467,9,34
108,463,5,34
109,458,2,34
110,457,4,34
111,458,3,34
112,471,2,34
113,473,1,34
114,473,2,34
115,473,2,34
116,474,2,34
117,472,1,34
118,481,0,34
119,483,0,34
120,485,0,34
0,448,1,35
1,447,9,35
2,438,2,35
3,436,6,35
4,430,3,35
5,442,6,35
6,456,3,35
7,474,4,35
8,470,6,35
9,464,5,35
10,460,4,35
11,456,7,35
12,449,6,35
13,459,7,35
14,455,4,35
15,451,9,35
16,442,5,35
17,439,6,35
18,433,1,35
19,444,4,35
20,440,5,35
21,435,5,35
22,458,5,35
23,453,2,35
24,453,2,35
25,454,7,35
26,447,4,35
27,443,9,35
28,454,9,35
29,452,4,35
30,452,4,35
31,452,7,35
32,454,6,35
33,460,1,35
34,459,2,35
35,457,3,35
36,454,6,35
37,458,2,35
38,472,1,35
39,473,5,35
40,468,6,35
41,462,2,35
42,467,2,35
43,474,3,35
44,471,5,35
45,466,6,35
46,460,5,35
47,459,7,35
48,458,4,35
49,458,3,35
50,457,6,35
51,458,3,35
52,459,6,35
53,456,4,35
54,452,5,35
55,447,4,35
56,460,3,35
57,471,7,35
58,468,3,35
59,465,0,35
60,465,7,35
61,458,4,35
62,454,8,35
63,446,8,35
64,438,4,35
65,434,4,35
66,432,6,35
67,448,8,35
68,448,7,35
69,468,1,35
70,468,4,35
71,469,1,35
72,468,8,35
73,460,7,35
74,453,4,35
75,466,5,35
76,465,4,35
77,465,3,35
78,467,2,35
79,466,2,35
80,466,2,35
81,465,4,35
82,467,1,35
83,466,7,35
84,459,1,35
85,458,5,35
86,453,1,35
87,452,5,35
88,447,4,35
89,443,3,35
90,452,9,35
91,443,5,35
92,455,11,35
93,454,7,35
94,447,2,35
95,458,6,35
96,452,8,35
97,446,5,35
98,466,9,35
99,464,8,35
100,456,5,35
101,458,3,35
102,455,1,35
103,455,0,35
104,462,4,35
105,483,3,35
106,482,5,35
107,479,3,35
108,476,1,35
109,475,7,35
110,468,1,35
111,467,1,35
112,466,1,35
113,465,0,35
114,465,1,35
115,465,1,35
116,465,0,35
117,465,2,35
118,484,1,35
119,483,0,35
120,483,4,35
0,464,2,36
1,462,0,36
2,462,4,36
3,462,2,36
4,460,2,36
5,460,2,36
6,476,1,36
7,477,3,36
8,477,2,36
9,477,1,36
10,477,4,36
11,473,2,36
12,485,1,36
13,485,4,36
14,483,1,36
15,482,3,36
16,479,3,36
17,476,4,36
18,472,5,36
19,467,4,36
20,463,8,36
21,466,7,36
22,464,5,36
23,465,4,36
24,463,1,36
25,463,3,36
26,461,3,36
27,460,2,36
28,462,5,36
29,461,3,36
30,481,2,36
31,489,3,36
32,488,1,36
33,492,2,36
34,502,2,36
35,506,0,36
36,507,0,36
37,507,0,36
38,507,1,36
39,506,3,36
40,503,6,36
41,497,5,36
42,492,6,36
43,486,6,36
44,481,5,36
45,477,2,36
46,475,6,36
47,469,4,36
48,494,4,36
49,490,6,36
50,484,10,36
51,474,3,36
52,471,5,36
53,466,6,36
54,462,9,36
55,465,6,36
56,481,5,36
57,476,9,36
58,471,5,36
59,467,7,36
60,486,1,36
61,486,7,36
62,479,2,36
63,477,2,36
64,475,3,36
65,472,6,36
66,466,3,36
67,466,2,36
68,464,2,36
69,462,4,36
70,458,6,36
71,452,3,36
72,449,7,36
73,444,3,36
74,446,4,36
75,446,5,36
76,446,7,36
77,445,6,36
78,439,1,36
79,450,3,36
80,447,6,36
81,445,7,36
82,445,5,36
83,440,5,36
84,435,6,36
85,435,6,36
86,429,5,36
87,424,9,36
88,415,6,36
89,409,7,36
90,402,14,36
91,388,15,36
92,387,10,36
93,384,7,36
94,385,6,36
95,396,6,36
96,415,11,36
97,416,11,36
98,429,5,36
99,431,5,36
100,426,5,36
101,439,5,36
102,440,3,36
103,439,3,36
104,442,4,36
105,438,7,36
106,436,6,36
107,430,2,36
108,429,4,36
109,425,6,36
110,419,3,36
111,416,5,36
112,427,2,36
113,427,5,36
114,432,8,36
115,440,3,36
116,447,3,36
117,444,4,36
118,459,3,36
119,460,0,36
120,460,5,36
0,362,7,37
1,361,16,37
2,377,16,37
3,371,9,37
4,369,8,37
5,389,7,37
6,393,2,37
7,425,5,37
8,424,9,37
9,423,5,37
10,429,2,37
11,438,3,37
12,437,2,37
13,438,5,37
14,444,5,37
15,442,4,37
16,459,3,37
17,458,3,37
18,459,2,37
19,457,5,37
20,452,2,37
21,450,7,37
22,443,7,37
23,436,7,37
24,429,6,37
25,423,11,37
26,435,5,37
27,443,8,37
28,441,5,37
29,436,6,37
30,461,7,37
31,457,9,37
32,448,7,37
33,448,2,37
34,448,8,37
35,461,4,37
36,472,5,37
37,470,3,37
38,471,3,37
39,468,5,37
40,464,7,37
41,461,4,37
42,474,4,37
43,470,7,37
44,463,4,37
45,459,4,37
46,457,13,37
47,444,12,37
48,443,6,37
49,437,6,37
50,456,1,37
51,457,1,37
52,457,4,37
53,455,2,37
54,455,3,37
55,455,0,37
56,457,2,37
57,457,1,37
58,457,1,37
59,458,6,37
60,457,2,37
61,466,0,37
62,466,1,37
63,467,2,37
64,467,0,37
65,467,1,37
66,466,0,37
67,466,3,37
68,463,1,37
69,463,2,37
70,501,2,37
71,501,1,37
72,504,1,37
73,503,3,37
74,500,1,37
75,504,1,37
76,504,0,37
77,504,0,37
78,504,1,37
79,503,1,37
80,502,1,37
81,501,1,37
82,500,4,37
83,496,3,37
84,493,6,37
85,487,7,37
86,480,2,37
87,478,8,37
88,492,7,37
89,488,5,37
90,488,1,37
91,490,2,37
92,509,4,37
93,507,9,37
94,498,2,37
95,496,8,37
96,488,3,37
97,485,12,37
98,473,8,37
99,465,10,37
100,460,9,37
101,459,10,37
102,471,3,37
103,471,6,37
104,489,4,37
105,485,0,37
106,485,0,37
107,485,0,37
108,485,0,37
109,485,6,37
110,479,3,37
111,476,3,37
112,473,4,37
113,473,3,37
114,470,9,37
115,466,11,37
116,477,6,37
117,474,5,37
118,471,2,37
119,469,12,37
120,457,13,37
0,456,12,38
1,453,4,38
2,451,3,38
3,449,2,38
4,450,1,38
5,449,8,38
6,441,8,38
7,433,7,38
8,439,6,38
9,443,9,38
10,438,9,38
11,442,7,38
12,435,8,38
13,427,9,38
14,432,4,38
15,428,4,38
16,424,15,38
17,418,10,38
18,411,5,38
19,412,7,38
20,405,7,38
21,402,2,38
22,400,5,38
23,395,7,38
24,403,5,38
25,398,1,38
26,397,5,38
27,407,3,38
28,408,4,38
29,406,6,38
30,421,2,38
31,422,7,38
32,421,3,38
33,422,5,38
34,419,3,38
35,416,3,38
36,414,3,38
37,415,4,38
38,414,4,38
39,410,1,38
40,425,5,38
41,438,7,38
42,435,8,38
43,427,6,38
44,454,5,38
45,458,5,38
46,458,1,38
47,458,4,38
48,455,4,38
49,451,5,38
50,446,5,38
51,441,6,38
52,435,2,38
53,433,4,38
54,429,5,38
55,436,8,38
56,428,9,38
57,419,10,38
58,415,6,38
59,418,10,38
60,416,9,38
61,451,2,38
62,449,6,38
63,443,4,38
64,441,7,38
65,457,4,38
66,469,3,38
67,471,6,38
68,472,6,38
69,466,6,38
70,460,2,38
71,458,10,38
72,448,5,38
73,454,9,38
74,451,3,38
75,450,9,38
76,464,7,38
77,461,4,38
78,461,2,38
79,459,4,38
80,471,2,38
81,471,3,38
82,468,6,38
83,462,6,38
84,456,8,38
85,463,4,38
86,459,1,38
87,458,1,38
88,457,3,38
89,473,2,38
90,471,0,38
91,491,1,38
92,492,0,38
93,492,2,38
94,491,0,38
95,491,1,38
96,490,2,38
97,488,7,38
98,481,1,38
99,480,2,38
100,499,1,38
101,498,3,38
102,513,2,38
103,511,3,38
104,508,8,38
105,500,10,38
106,490,9,38
107,489,4,38
108,487,8,38
109,484,2,38
110,482,3,38
111,492,3,38
112,490,2,38
113,489,2,38
114,487,3,38
115,484,3,38
116,481,5,38
117,476,6,38
118,470,4,38
119,466,3,38
120,463,1,38
0,425,4,39
1,432,4,39
2,432,2,39
3,433,2,39
4,432,1,39
5,432,2,39
6,430,1,39
7,450,1,39
8,449,1,39
9,448,7,39
10,441,5,39
11,455,3,39
12,452,4,39
13,455,4,39
14,452,4,39
15,451,6,39
16,451,7,39
17,449,3,39
18,448,0,39
19,448,3,39
20,449,5,39
21,447,6,39
22,448,5,39
23,449,1,39
24,451,3,39
25,452,3,39
26,469,2,39
27,468,1,39
28,468,5,39
29,469,4,39
30,465,3,39
31,462,2,39
32,460,6,39
33,454,9,39
34,454,6,39
35,448,3,39
36,450,10,39
37,447,3,39
38,447,5,39
39,448,0,39
40,452,3,39
41,450,0,39
42,450,4,39
43,446,5,39
44,441,8,39
45,433,9,39
46,441,11,39
47,447,6,39
48,446,9,39
49,437,4,39
50,433,6,39
51,427,8,39
52,419,9,39
53,410,7,39
54,403,9,39
55,394,10,39
56,384,11,39
57,373,7,39
58,393,9,39
59,422,8,39
60,420,6,39
61,414,7,39
62,412,5,39
63,409,9,39
64,407,4,39
65,421,9,39
66,416,4,39
67,429,5,39
68,428,11,39
69,423,7,39
70,420,12,39
71,418,7,39
72,417,7,39
73,417,6,39
74,411,4,39
75,409,9,39
76,400,9,39
77,392,11,39
78,400,7,39
79,413,2,39
80,417,5,39
81,416,3,39
82,417,4,39
83,417,5,39
84,428,3,39
85,425,2,39
86,423,3,39
87,420,2,39
88,418,3,39
89,433,4,39
90,429,7,39
91,425,5,39
92,426,5,39
93,421,5,39
94,420,9,39
95,412,6,39
96,409,6,39
97,407,3,39
98,423,4,39
99,422,4,39
100,418,3,39
101,459,5,39
102,456,1,39
103,457,4,39
104,457,3,39
105,458,2,39
106,457,2,39
107,455,4,39
108,451,3,39
109,448,1,39
110,447,10,39
111,454,13,39
112,453,3,39
113,457,9,39
114,448,7,39
115,461,9,39
116,455,8,39
117,451,12,39
118,439,10,39
119,429,5,39
120,424,6,39
0,435,4,40
1,432,4,40
2,428,14,40
3,414,14,40
4,402,9,40
5,399,8,40
6,398,10,40
7,396,9,40
8,409,5,40
9,426,3,40
10,423,5,40
11,423,3,40
12,420,3,40
13,417,5,40
14,413,5,40
15,410,2,40
16,416,2,40
17,414,5,40
18,409,3,40
19,408,2,40
20,406,1,40
21,405,5,40
22,434,3,40
23,436,4,40
24,439,9,40
25,435,2,40
26,433,0,40
27,449,4,40
28,445,2,40
29,444,2,40
30,456,1,40
31,455,3,40
32,453,2,40
33,452,2,40
34,452,4,40
35,451,3,40
36,451,3,40
37,453,0,40
38,454,2,40
39,452,1,40
40,451,2,40
41,450,4,40
42,447,3,40
43,444,7,40
44,437,6,40
45,434,2,40
46,432,5,40
47,449,3,40
48,453,3,40
49,450,1,40
50,449,5,40
51,444,6,40
52,438,6,40
53,443,4,40
54,445,3,40
55,445,10,40
56,451,4,40
57,451,1,40
58,463,2,40
59,477,3,40
60,476,1,40
61,476,5,40
62,476,1,40
63,479,3,40
64,479,0,40
65,480,3,40
66,477,0,40
67,477,0,40
68,477,3,40
69,474,4,40
70,471,0,40
71,472,0,40
72,472,1,40
73,471,0,40
74,471,2,40
75,469,1,40
76,468,5,40
77,482,3,40
78,484,0,40
79,486,2,40
80,488,4,40
81,485,2,40
82,486,1,40
83,489,2,40
84,489,1,40
85,489,0,40
86,490,1,40
87,496,0,40
88,497,0,40
89,520,3,40
90,518,0,40
91,519,2,40
92,517,1,40
93,516,2,40
94,523,0,40
95,523,0,40
96,523,5,40
97,518,1,40
98,517,4,40
99,513,5,40
100,518,0,40
101,520,3,40
102,518,2,40
103,517,3,40
104,516,0,40
105,518,4,40
106,514,2,40
107,512,5,40
108,507,2,40
109,505,2,40
110,503,0,40
111,504,2,40
112,502,1,40
113,501,4,40
114,505,3,40
115,506,0,40
116,506,5,40
117,501,6,40
118,495,3,40
119,492,3,40
120,503,3,40
0,474,6,41
1,468,7,41
2,462,7,41
3,460,15,41
4,445,5,41
5,440,5,41
6,443,9,41
7,466,12,41
8,461,8,41
9,458,2,41
10,456,7,41
11,449,3,41
12,446,3,41
13,444,11,41
14,444,3,41
15,448,7,41
16,448,9,41
17,444,1,41
18,443,10,41
19,436,4,41
20,435,6,41
21,436,4,41
22,440,3,41
23,453,0,41
24,455,2,41
25,453,4,41
26,449,1,41
27,448,3,41
28,445,7,41
29,438,7,41
30,431,5,41
31,434,8,41
32,429,3,41
33,428,4,41
34,424,5,41
35,448,5,41
36,443,3,41
37,440,6,41
38,434,5,41
39,429,8,41
40,421,8,41
41,416,13,41
42,404,10,41
43,404,11,41
44,401,3,41
45,405,3,41
46,402,6,41
47,401,8,41
48,403,4,41
49,411,5,41
50,411,4,41
51,423,7,41
52,420,1,41
53,422,5,41
54,422,2,41
55,423,1,41
56,425,4,41
57,424,3,41
58,421,0,41
59,426,0,41
60,426,4,41
61,437,2,41
62,446,2,41
63,444,4,41
64,440,5,41
65,435,6,41
66,429,5,41
67,424,4,41
68,435,5,41
69,430,9,41
70,443,3,41
71,443,3,41
72,454,2,41
73,454,4,41
74,454,1,41
75,454,2,41
76,461,0,41
77,461,3,41
78,458,3,41
79,463,10,41
80,473,7,41
81,466,2,41
82,465,4,41
83,464,1,41
84,463,3,41
85,461,6,41
86,455,3,41
87,459,7,41
88,452,2,41
89,453,0,41
90,453,2,41
91,451,0,41
92,452,0,41
93,452,3,41
94,482,3,41
95,481,1,41
96,481,2,41
97,479,2,41
98,477,1,41
99,476,7,41
100,474,1,41
101,477,1,41
102,479,2,41
103,479,4,41
104,484,2,41
105,502,2,41
106,503,2,41
107,501,5,41
108,499,5,41
109,497,4,41
110,493,4,41
111,489,1,41
112,491,2,41
113,491,4,41
114,487,3,41
115,484,6,41
116,494,1,41
117,496,0,41
118,497,3,41
119,495,1,41
120,494,3,41
0,497,3,42
1,498,3,42
2,497,3,42
3,494,1,42
4,493,2,42
5,491,2,42
6,489,1,42
7,488,8,42
8,480,3,42
9,477,8,42
10,469,7,42
11,479,3,42
12,489,9,42
13,486,7,42
14,485,2,42
15,483,7,42
16,479,5,42
17,474,1,42
18,473,7,42
19,466,2,42
20,464,1,42
21,463,7,42
22,456,3,42
23,453,10,42
24,462,4,42
25,460,7,42
26,453,12,42
27,445,6,42
28,442,9,42
29,439,10,42
30,435,8,42
31,442,5,42
32,442,7,42
33,441,6,42
34,435,7,42
35,430,4,42
36,432,5,42
37,442,6,42
38,440,10,42
39,432,6,42
40,426,9,42
41,417,4,42
42,414,4,42
43,417,6,42
44,416,8,42
45,413,3,42
46,410,9,42
47,401,10,42
48,416,3,42
49,414,12,42
50,436,12,42
51,434,8,42
52,433,10,42
53,423,7,42
54,416,12,42
55,427,13,42
56,419,10,42
57,418,8,42
58,415,5,42
59,413,8,42
60,409,5,42
61,409,15,42
62,417,4,42
63,415,5,42
64,410,6,42
65,410,10,42
66,404,14,42
67,401,9,42
68,427,12,42
69,424,3,42
70,421,8,42
71,428,10,42
72,429,5,42
73,431,7,42
74,431,4,42
75,433,4,42
76,435,9,42
77,431,9,42
78,427,2,42
79,430,3,42
80,431,4,42
81,428,7,42
82,438,4,42
83,436,3,42
84,433,2,42
85,432,5,42
86,429,4,42
87,442,6,42
88,446,4,42
89,450,10,42
90,445,5,42
91,447,1,42
92,449,1,42
93,448,1,42
94,449,2,42
95,452,3,42
96,449,2,42
97,453,3,42
98,450,2,42
99,448,1,42
100,447,3,42
101,444,4,42
102,440,3,42
103,441,4,42
104,437,9,42
105,428,9,42
106,429,6,42
107,429,2,42
108,429,2,42
109,448,4,42
110,445,1,42
111,444,1,42
112,444,2,42
113,463,2,42
114,461,2,42
115,459,2,42
116,457,1,42
117,456,5,42
118,452,6,42
119,447,4,42
120,444,2,42
0,458,5,43
1,471,5,43
2,471,6,43
3,467,4,43
4,464,3,43
5,461,1,43
6,472,4,43
7,471,4,43
8,471,2,43
9,469,3,43
10,466,5,43
11,461,3,43
12,458,4,43
13,454,3,43
14,451,1,43
15,450,8,43
16,442,8,43
17,452,3,43
18,449,2,43
19,447,4,43
20,460,3,43
21,457,4,43
22,454,3,43
23,451,2,43
24,449,3,43
25,454,1,43
26,453,2,43
27,451,2,43
28,449,9,43
29,450,9,43
30,445,5,43
31,443,3,43
32,444,4,43
33,459,4,43
34,458,5,43
35,457,4,43
36,456,1,43
37,458,1,43
38,460,3,43
39,458,1,43
40,458,5,43
41,459,3,43
42,462,3,43
43,465,3,43
44,462,0,43
45,465,1,43
46,471,7,43
47,472,1,43
48,473,3,43
49,472,2,43
50,470,1,43
51,469,4,43
52,465,4,43
53,470,4,43
54,466,2,43
55,464,4,43
56,462,2,43
57,462,4,43
58,461,1,43
59,460,4,43
60,472,4,43
61,470,1,43
62,469,3,43
63,466,3,43
64,472,4,43
65,468,0,43
66,468,3,43
67,465,0,43
68,465,0,43
69,465,6,43
70,460,2,43
71,459,3,43
72,457,0,43
73,458,4,43
74,454,2,43
75,452,5,43
76,447,5,43
77,442,6,43
78,451,7,43
79,444,8,43
80,436,17,43
81,435,11,43
82,448,6,43
83,448,5,43
84,443,4,43
85,439,5,43
86,445,4,43
87,445,6,43
88,444,3,43
89,464,8,43
90,463,2,43
91,464,1,43
92,471,3,43
93,469,3,43
94,466,2,43
95,466,1,43
96,465,4,43
97,461,8,43
98,470,5,43
99,465,7,43
100,477,8,43
101,469,3,43
102,466,3,43
103,463,3,43
104,461,1,43
105,460,2,43
106,461,10,43
107,451,8,43
108,443,7,43
109,436,8,43
110,430,2,43
111,447,11,43
112,447,7,43
113,442,1,43
114,442,1,43
115,442,5,43
116,437,5,43
117,432,5,43
118,427,3,43
119,427,4,43
120,423,4,43
0,432,4,44
1,436,0,44
2,437,7,44
3,434,6,44
4,428,8,44
5,436,5,44
6,441,8,44
7,452,3,44
8,450,7,44
9,443,3,44
10,440,7,44
11,469,10,44
12,467,5,44
13,465,2,44
14,464,5,44
15,461,4,44
16,475,1,44
17,474,3,44
18,471,10,44
19,461,4,44
20,457,7,44
21,450,2,44
22,448,11,44
23,448,3,44
24,445,8,44
25,437,9,44
26,428,2,44
27,426,10,44
28,416,7,44
29,412,9,44
30,403,4,44
31,399,7,44
32,404,5,44
33,404,14,44
34,406,6,44
